group,D01,D02,D03,D04,D06,D08,D10,D12
Amphid socket,9.029599774796244e-06,2.6970763486847183e-06,2.188310177872808e-06,4.273840127450222e-05,1.556409211842337e-05,7.805618881380511e-05,2.7483156495816436e-05,2.6205896506980974e-05
Anal muscle,0.00010160820469426139,0.0002393133603939,0.000547940808799873,0.0006665643415113591,0.00014370272662640992,0.003161299845069343,0.00024329444207999478,0.0004168682470128562
Coelomocytes,0.00014019772823040236,0.0002391393281328208,0.00037892695522175155,0.0006902420921309411,0.0006393437874814347,0.0005554206370758519,0.0004463642263795552,0.00023787513537878104
Distal tip cell,2.239005748628867e-05,1.932433101935751e-05,0.0,1.8060853529535092e-06,8.516955859459793e-06,0.00031277375966313656,4.566047150139354e-05,0.00010558732577453584
Embryonic cells,0.0018660550122103709,0.0020557946909690867,0.0013502915170217063,0.002673266488114332,0.005531930937650715,0.0030124530150364096,0.012443710828893667,0.013609964099346693
Epidermis and seam cells ,7.18535192026398e-05,1.1531053114706483e-05,0.0,0.0,3.1855677933376498e-06,2.2961937419228213e-05,1.3192867729204583e-05,1.1428241567970456e-05
Excretory cell,0.0029622194561346,0.0029320581727160485,0.002594888108351689,0.002346075694684505,0.002730234467957432,0.0024841902816699125,0.002880091191672168,0.0027103898647736174
Excretory gland,0.004626178456238373,0.00921740675186938,0.008235147611104457,0.009392489808819583,0.010610867019686115,0.0052868112620454676,0.004295344439211729,0.004660891138699256
Germline,0.2568014658526903,0.27310580771098775,0.26930846293442423,0.24171244730835176,0.2751427478930031,0.28444372714296823,0.32249100334839326,0.3506662429549697
Glia,0.007954278474429425,0.008196552824173501,0.008970926420591682,0.00994391540178638,0.009423220034579382,0.011854981225546297,0.006846554674496095,0.006512579807685753
Gonadal,0.05767366202894569,0.07349033414077594,0.08071928900184605,0.08964994579995825,0.08681657446801469,0.10769694144596059,0.1084597807097022,0.11376879669350946
Hypodermal cells,0.008547197921896755,0.00010464252504021202,1.2530832170035535e-05,0.0,0.0,0.0,5.5310012439426964e-06,1.1383365617888421e-06
Intestinal-rectal valve,0.0001116238094511942,0.0,7.287976775752236e-06,0.0,7.735311526460692e-05,0.0005081114070973618,0.000327115794431758,0.00036600485909070397
Intestine,0.14975827846237505,0.11622569169450563,0.10791572576041333,0.11744602653958176,0.07757150286548693,0.07260823787441421,0.02859058646675141,0.021285838588423138
Marginal cell,0.0026844043590613553,0.0022972926465582816,0.00281934203174203,0.002830164255085767,0.0029730064630121293,0.004671260680589459,0.003002629925386977,0.003524570612758204
Muscle,0.14422293563270694,0.1415172763018612,0.15115538061968675,0.1320658388308422,0.11567481434701853,0.1589938900319826,0.09301144114205823,0.09657968079113217
Neurons,0.03716286075119587,0.036372324773430637,0.04033096341327754,0.042980080954559255,0.04148112802080843,0.05407224375968755,0.043922229824546355,0.04787274001408345
Pharyngeal gland,0.002034063180958747,0.002233354708376479,0.0022501563867810227,0.0014305507145784815,0.0018763560940454423,0.0023347497434613655,0.0020662601631172956,0.002162880651491699
Phasmid socket,0.004631137849743194,0.006506296895334516,0.007025379048796336,0.009306552692308605,0.009219481340485601,0.007213117008152391,0.006766448499790009,0.006436553441002484
Seminal vesicle (male),0.00016057178334795403,0.00012617643471758623,0.00013080401834331487,0.00013944810153046448,0.00012679083965426663,8.693322639706978e-05,8.611607287699606e-05,7.1613254979979e-05
Sperm,0.0002448481320764601,3.462858499393323e-06,8.710513665263403e-06,6.555989353388725e-05,0.00011222459491987975,0.005742833782087824,0.004587791008183226,0.000941620397701464
Spermatheca,0.0774610717302305,0.09363814339364045,0.08374126970408627,0.08548843275205394,0.08368209477191485,0.03347823534857217,0.07552491679820289,0.04680263441676335
Spermatheca-Uterine junction,0.0003280767509072842,0.00015644141447989702,0.0002708591450390524,0.0002358704099368116,0.0001468814270214736,0.0003608518689694035,0.0005063306792994234,0.0003128755926364244
Unassigned sheath cells,1.5162919392391362e-05,0.0,0.0,0.0,0.0,4.021035511692462e-05,1.6124590266271326e-05,7.666456400115189e-05
Uterine-vulval cells,0.03856233810566112,0.07012039497688577,0.06346743477133625,0.09981841268742155,0.1355190576948779,0.08820436954581491,0.1619066963642303,0.1570026801965474
Vulval cell,0.0010960050833146741,0.0029141827175130767,0.002287633425606506,0.002044130734175942,0.0009046723998277286,0.0006123709535168163,0.0001398174021757652,0.00014461437462559608
XXX cell,0.0003314467618467652,0.0009127074340209602,0.0009107717295015895,0.000957530972695124,0.001062199254813973,0.0009523903489436654,0.0016226469696533725,0.0013618490676969917
"arcade, marginal and pharyngeal muscle cells",0.004114982913882591,0.0055667162598931974,0.005730740060793283,0.0032505629171481884,0.002637952695177769,0.003324354488244668,0.002837540638824431,0.0035506080918795016
cephalic sheath  and unidentified glial,5.8916002100828425e-06,0.0,0.0,0.0,0.0,3.242154234095871e-05,6.0957978030805715e-05,0.00010165623380286321
hmc,0.0020753863322605912,0.0028006619195090647,0.002013824327985409,0.0058526576883429745,0.006014531120538156,0.006373903125818341,0.006835152063745772,0.006855238751359462
vulval cells and the epidermis,0.1123829083863639,0.07251014354405205,0.07938881339567593,0.06601872271093172,0.056150891155035285,0.0724604196683004,0.04249956868382185,0.0449112046650094
