group,D01,D02,D03,D04,D06,D08,D10,D12
Amphid socket,0.0,0.0,0.0,0.0,0.0,3.45469252407357e-05,1.4020342929300384e-05,1.7867327036780882e-05
Anal muscle,0.0071558085524150794,0.012953599773542091,0.014408124312070688,0.016268886436351306,0.013150053062880493,0.022069164247114244,0.00886198331977684,0.008983928243882592
Coelomocytes,0.00012141627902435346,0.000283886557018267,0.0007615021681503043,0.0008761523212685478,0.0006800098508191405,0.002071820788529565,0.0010056627132424836,0.000989611595385609
Distal tip cell,0.0004014472823954874,0.00024017745109962714,0.0006724194064959049,0.0012211744884766543,0.0015062683501819885,0.005531661047473409,0.0026774061313757412,0.0032596412382503463
Embryonic cells,0.003363184495090195,0.003320880423522107,0.002430568302398706,0.003936281826104111,0.009016225919093518,0.0054290604016435946,0.01939237012956494,0.023330867448177833
Epidermis and seam cells ,0.001960054387249229,0.0011260546386520544,0.0010699873814009856,0.0008511580892837986,0.0005955907554386663,0.0004997753541278637,0.0004173183773799754,0.00043611876252862833
Excretory cell,0.0020306965360346618,0.0015520548740819964,0.0012189810812397834,0.0007433615137593819,0.0004889925846716522,0.0013980332567583556,0.0011049004570870625,0.0013580882756116558
Excretory gland,0.006289320351061034,0.01003174579359141,0.009170801151861148,0.009564169314957977,0.012018640440954066,0.007258872435538134,0.005900250673178242,0.006266754512607825
Germline,0.09650025359888391,0.11940333613455097,0.10906126719316467,0.0783804842757273,0.098900583734849,0.06238298236583041,0.08461959104608828,0.08079857735003186
Glia,0.016549003512618177,0.012146997208738006,0.012297347997866739,0.00822646198844993,0.006825382297946167,0.009341403175718107,0.005974314402394684,0.006278855652033336
Gonadal,0.08766062013141279,0.110477712011918,0.1306282316566369,0.14340021187187857,0.14573082595414066,0.13691052406517482,0.20780370800995673,0.223083788704212
Hypodermal cells,0.025154549831534513,0.00041455711844752525,6.058062143438602e-05,0.0,0.0,0.0,1.6733398588495547e-05,7.075129451561857e-06
Intestinal-rectal valve,0.0010634481850657416,7.634624166073349e-07,0.0,0.0003399630185558463,0.0002722939118174089,0.00018754828177368455,0.00015121322168430937,0.00025076042876856524
Intestine,0.2246818660768701,0.23491793651784237,0.2144715540782637,0.2405940383646839,0.15461691881902434,0.16886320093755267,0.05429987077877088,0.04010464380412467
Marginal cell,0.0024595507015421434,0.0015107781521395674,0.0021495711938509625,0.002621419527967447,0.0025866095494560684,0.0038386135518403658,0.0021984480300765875,0.0025288920459536454
Muscle,0.08242743186693038,0.05141472322629064,0.05407685318719144,0.04408034099834424,0.04340527987525982,0.0756293701902079,0.04284731169074641,0.04773449652921851
Neurons,0.041707593484971515,0.053164466562367646,0.05301007709869351,0.05989037163753297,0.06214681034452951,0.08471962757535757,0.06791792491080874,0.07894036114394797
Pharyngeal gland,0.0032228222029373438,0.0035739931899876863,0.003996952311393148,0.003575489807913993,0.003244058866425063,0.0052440930999346855,0.003766572652926517,0.003961507923506761
Phasmid socket,0.006975775496306097,0.009092691284009026,0.010416455888501527,0.014165747239843325,0.012553984334253164,0.013074448693365836,0.010236486728481582,0.009886945576480267
Seminal vesicle (male),0.0006504449376220744,0.0006579713036081933,0.0007572101871984175,0.000671140968311311,0.0005749774303649503,0.0002851835678498115,0.00041503819550852935,0.0003391386596562238
Sperm,0.0005145793829132964,2.5502520643806338e-05,3.4015824688757725e-05,0.00038314880062968574,0.0004843444508830084,0.010001663007091972,0.007705913023260708,0.0024655866250805035
Spermatheca,0.08892864763909121,0.09990306955594684,0.09527531852600657,0.08751299990168772,0.09031595477529136,0.045052011775017595,0.08879949440659475,0.05560500466547829
Spermatheca-Uterine junction,0.0016578581972419581,0.0013443557473198377,0.0008910666170578026,0.0007583233528398704,0.0006264549216310596,0.0008336505369417828,0.0013878052361480633,0.0008146073382077632
Unassigned sheath cells,0.0001452966042475018,0.0005010907869943038,0.0007153580183995714,1.723341968180727e-05,0.0,0.0015235041307043319,9.150833163588069e-06,4.129382645088813e-05
Uterine-vulval cells,0.0534441284330212,0.09660710517701845,0.08907509301236798,0.12477290128894085,0.18463725651875662,0.12931736528356222,0.23693573403200344,0.2405317130048955
Vulval cell,0.005266655359667243,0.005559608964515144,0.004860823518000255,0.004671856127208147,0.0037594071102653535,0.0034870789507657866,0.001729977321376401,0.0015609259097206507
XXX cell,3.135184570350801e-19,4.029989773506255e-19,6.155418919097113e-19,6.443722164371092e-19,8.64844186257186e-19,3.915301238283927e-07,3.8563380885579816e-19,7.1237048301903785e-19
"arcade, marginal and pharyngeal muscle cells",0.003653695282644263,0.004110613489806845,0.0031934314162512393,0.0023789993334323288,0.0019514632502534188,0.003590373964803038,0.0034732108928701875,0.004697315070177069
cephalic sheath  and unidentified glial,0.0007791714295097533,0.000785582695593966,0.001096701937098836,0.0009100071324938103,0.0009443751386655438,0.0013693371431196014,0.002116425429848477,0.002926068552151368
hmc,0.003288519141014848,0.004142000414909029,0.003994479056715957,0.005670892528941789,0.007941908016808262,0.009436246278336727,0.012066095245309454,0.013613776863072207
vulval cells and the epidermis,0.07821982172273065,0.038261966984832495,0.04229073099832971,0.02211921799885567,0.0178680334000464,0.030240459519469357,0.009332401809162434,0.01120154281890677
