group,D01,D02,D03,D04,D06,D08,D10,D12
Amphid socket,5.616266338392359e-06,0.0,0.0,5.083715998585706e-05,1.004517035500849e-05,8.552338815276777e-05,2.509051865503609e-05,7.703615597900023e-06
Anal muscle,0.00308848742242765,0.0032178393082445537,0.002843077002644776,0.003060592107884346,0.0014680563781409859,0.004548117799336856,0.0012587492044291249,0.001282575884924256
Coelomocytes,0.0002532304482177763,0.0002779412906713213,0.00037553918085821023,0.0007418094805714169,0.000808965897727478,0.00048539890764010804,0.000460154510977191,0.00026998776628143047
Distal tip cell,0.0006390633792921422,0.000248005940242919,0.00030414697008400866,0.0003860403031749184,0.00046661082003888533,0.0016109759353103424,0.0003064780388408904,0.0004067255678919145
Embryonic cells,0.0023812630709058027,0.002938759215643487,0.0018683437876893878,0.0037438197108732607,0.0072994783807315815,0.004098073036036773,0.016752550172578203,0.017611332990872013
Epidermis and seam cells ,1.6476267847667764e-06,0.0,0.0,0.0,0.0,8.101727157732078e-06,2.6730126715802836e-06,0.0
Excretory cell,0.004616513346868364,0.004549242490824088,0.003930012918519412,0.003833952138872965,0.004192717590378431,0.004146564785018916,0.004418066917383059,0.004649611030045103
Excretory gland,0.007968035885220279,0.015380834088946398,0.014388924849490135,0.01580972525101891,0.018658402998880504,0.010234147560847654,0.00925061779527762,0.009892093874240773
Germline,0.25758344534216226,0.2937796164053394,0.3032420360052588,0.26433911258255927,0.3039988892605101,0.2926511488634344,0.3287822856018337,0.34090734687741786
Glia,0.013578740411333237,0.01252183300922753,0.013116169921555279,0.012909493339517724,0.013859464849936009,0.01810276618773245,0.010812701484689212,0.011174525985517906
Gonadal,0.0741089290603901,0.08894158111337515,0.09219435742229456,0.0991383811253978,0.10066383054505444,0.12268080175655528,0.13005624292490506,0.140307836563023
Hypodermal cells,0.021351384215016166,0.0009950403831069906,0.00018925017910324002,0.0,0.0,9.515976607365549e-07,2.3268589592169894e-05,2.5213842420250054e-05
Intestinal-rectal valve,0.0002567964980792685,0.0,7.814239112986594e-06,1.539254846935516e-05,7.778599620382466e-05,0.000533577715156676,0.00016936510840420962,0.00010189642568239523
Intestine,0.16982230574057616,0.1601376122665892,0.14144412377018573,0.163049155028027,0.11079637923830776,0.10314390210904782,0.04984146085972237,0.04112407498432965
Marginal cell,0.00337935769591212,0.0033687191509674,0.003726382159039663,0.004406561364305314,0.004766303165964755,0.006659198890426011,0.004524321865756604,0.005443308215333308
Muscle,0.09949872289551616,0.07783818046355825,0.07633804410365762,0.06813288769748567,0.058716904595162094,0.07724807187590443,0.043259830443435995,0.045696358326439146
Neurons,0.03971846632515689,0.044058174991571886,0.04650976672068262,0.05155045451968105,0.0502198244859685,0.0633510784848427,0.051538638688264096,0.0563840203215994
Pharyngeal gland,0.002555218339184953,0.003179523209724901,0.0031453211641550424,0.0036685408046431248,0.004723093275752548,0.004928838704272031,0.004322382544975554,0.0035651778112640716
Phasmid socket,0.0037080876202997826,0.006245355296318013,0.0071171356102947714,0.008584648069999836,0.008577457330856708,0.008148647018857097,0.007500026721301087,0.007974326921969614
Seminal vesicle (male),0.0001527640895208413,0.00011373945156141775,0.0001066151212928438,0.00012495161954383558,0.00011302440572101956,8.158212190282817e-05,7.194749931004033e-05,6.58293043883116e-05
Sperm,0.0003308614374805709,9.935783415993385e-06,2.0138074355947688e-05,4.592149868797327e-05,0.00010255960538342761,0.007633884889141549,0.0058918122152990466,0.001251319494738959
Spermatheca,0.05427272371551332,0.058833109037957916,0.05772310021504589,0.05301027576611455,0.04902668676349705,0.026762036411351133,0.05063657550535601,0.03271785150531537
Spermatheca-Uterine junction,0.0007640991617891236,0.0007999823949052542,0.0007260745306707325,0.0007921112450716793,0.0006348893794217682,0.0007526068167629905,0.0011214743461925828,0.0008206622160881024
Unassigned sheath cells,0.00016839415847700272,0.0001680796264876677,0.00018895169283246897,0.0006849803278744843,0.0003796255455871614,0.0010083625923600914,0.0011888690275095295,0.001969472110893286
Uterine-vulval cells,0.04882366081290247,0.07624570626299172,0.07500848640466337,0.10377933755270033,0.1239674027749821,0.09701342414936823,0.15520916013583477,0.14515707904162625
Vulval cell,0.0031745553226716293,0.003242514933335274,0.0026081885370273774,0.003360320412031185,0.002369785701720278,0.0018039007149280918,0.0006629372709920357,0.00047135336085269287
XXX cell,0.00033465103756115107,0.00038854818499225075,0.0005755180566212589,0.0005200708418115244,0.0005712160649625912,0.0014532545504419455,0.0013867851547877048,0.0018116968335913984
"arcade, marginal and pharyngeal muscle cells",0.0043774184664913075,0.005060177686652235,0.005424442609357495,0.004467568844697747,0.0035584475742498887,0.004313821313868164,0.003535727828973233,0.004605882822001447
cephalic sheath  and unidentified glial,0.0,0.0,0.0,0.0,0.0,4.880380233819968e-05,5.570923132911681e-05,0.00020802398292225595
hmc,0.002764192524948535,0.00479215309870738,0.003684814473431662,0.0079882200765178,0.0091941330355316,0.00873270346518537,0.008313657662506142,0.008479743794803074
vulval cells and the epidermis,0.04883354485763188,0.02359170431721589,0.027362781985928706,0.01783455831545029,0.01419942562108918,0.0182641599417372,0.006471946590461422,0.006492906655849744
