group,D01,D02,D03,D04,D06,D08,D10,D12
Amphid socket,1.951483484936819e-05,4.4234484196356375e-06,0.0,2.6775721319465004e-05,3.93627047256714e-05,0.0001586078018902482,4.869749283998649e-05,5.27123928535139e-05
Anal muscle,0.002071949506628547,0.007148221881004153,0.009340393264702382,0.013247057409726329,0.012102476999909994,0.01988572049297348,0.012471063909767639,0.013595504749218522
Coelomocytes,0.0007074822786262987,0.0008121474338082156,0.001428401260297111,0.0015033076640962179,0.0011336444515039202,0.0013953332158540624,0.0007401894656948149,0.000552890513445725
Distal tip cell,0.0003230166380083904,9.177067111749189e-05,3.425582464772761e-05,0.0001554941696659255,0.0001939242792912143,0.001191054649114641,0.00025529428038368224,0.00035615664465314277
Embryonic cells,0.002626626642884929,0.002699620690144318,0.0019030927204285574,0.0034187359159728054,0.007300589588963559,0.00432832469203502,0.015726535415540102,0.01799859803503568
Epidermis and seam cells ,9.616787569458294e-05,1.9568244610948145e-05,0.0,0.0,0.0,5.2832827616832906e-05,8.723885894204077e-06,4.246732960314916e-06
Excretory cell,0.0016135255258651509,0.0008103853216103321,0.0007346412076683722,0.0005519748181838535,0.000694651280370784,0.0012829767795649988,0.0011356199001468566,0.0011334225675649137
Excretory gland,0.005264080213300384,0.008887944858992407,0.008270045087547551,0.008787063939577292,0.010338502782129283,0.0060577617625869025,0.004843536030501889,0.005180403665531029
Germline,0.12710651715628388,0.1253548053876113,0.11264866730566248,0.10701341158365493,0.1302426154770064,0.11693561211501273,0.12627940203254714,0.1294349383306684
Glia,0.013786870424688923,0.011334340547992199,0.010855422221222523,0.009715718402257184,0.009446016348565291,0.014889767896873154,0.0070094202447122615,0.006819034418838314
Gonadal,0.07750717238269604,0.10860744741890083,0.13138147488755694,0.13920711199504154,0.13650995805532454,0.12979905993113539,0.17081181245293672,0.17825335157006675
Hypodermal cells,0.014161765781157588,0.00011836086521741777,0.0,0.0,0.0,0.0,1.641120248841436e-05,7.708652420648291e-06
Intestinal-rectal valve,0.0001666610153317289,0.0,1.4632186377805299e-05,4.5109058777256886e-07,0.00011255119294180442,0.0007746378511937834,0.0004937210075542817,0.0005753291970527814
Intestine,0.17134786965430282,0.1300195839308373,0.12029467405652997,0.12719542973515668,0.08553050051651527,0.08156201784645933,0.026975052289450015,0.020544621026697112
Marginal cell,0.00327291105115869,0.0029567551020354423,0.0031548695037568694,0.0033793729137617,0.0033815329210620773,0.005624906473518434,0.0036054648208314138,0.004468429851202621
Muscle,0.13020308685021637,0.12605688989593863,0.13435243448810436,0.11863235404747009,0.10130771786409222,0.16479565503530128,0.09512882441045498,0.10370198166654841
Neurons,0.03952654626664068,0.047445901842579595,0.05092117269514914,0.05071320388513439,0.04877380396216416,0.06581834121687911,0.050120719709974185,0.05683102939879778
Pharyngeal gland,0.002803924017573071,0.0029204924410956463,0.0033013284090839573,0.0026314251187182,0.0026766575549986363,0.004379367622895167,0.0032663480608431457,0.0034060434836163944
Phasmid socket,0.0045872422281204115,0.006589921058486798,0.007182555558911087,0.010661635037795643,0.009296481726462365,0.010213583324603289,0.008315668453505936,0.008223787151438008
Seminal vesicle (male),0.0003394784868470624,0.0003619218790771344,0.00035807467157851383,0.0003575349574180488,0.0002900161504715036,0.0001866762276553051,0.0001931773610705313,0.00017001014175088502
Sperm,0.00037413579610263346,1.640547986149952e-05,1.5183095033440835e-05,0.0002292385165074125,0.0002472158334459675,0.008081507130128106,0.0059795714254469445,0.0015284515295160373
Spermatheca,0.09122549027901775,0.10401171417530591,0.09588828820692911,0.09444313310854316,0.09317687182058554,0.04207449793521739,0.08651540700944137,0.05504565476794757
Spermatheca-Uterine junction,0.000910717694371379,0.0007640130476193581,0.0006127207517516555,0.0005261884121897052,0.00034229939337088313,0.0007449632626406466,0.001089466769361006,0.0007695439715433099
Unassigned sheath cells,3.4477938036785965e-05,0.0,7.570453261921664e-06,0.0,2.7118710374255664e-06,0.00011972667355621994,1.4998882970549684e-05,0.00010358095306922137
Uterine-vulval cells,0.04717854818810797,0.08453014404298653,0.07819766242117045,0.11584172659948518,0.159635376274044,0.11216775297870667,0.19673987493417294,0.19568550624066253
Vulval cell,0.01021346337844857,0.011403945891598231,0.010693622882370371,0.006668615947152172,0.00391083514729927,0.003004087135969869,0.0011318087315024315,0.001094356761242791
XXX cell,4.385805665246216e-07,4.409883374262441e-19,5.517715955643e-19,4.7860897982188e-19,4.235900020819596e-19,2.545918674306191e-07,7.136270334400239e-07,5.571262653485698e-19
"arcade, marginal and pharyngeal muscle cells",0.00319957343763538,0.0037738912381963556,0.0032407929283711136,0.002408702277157014,0.0016961292115731136,0.0029130102876387927,0.0020749322919536234,0.0030439130533783656
cephalic sheath  and unidentified glial,4.1740838245585245e-05,7.840985706968171e-06,2.930322506024143e-05,5.31926767257008e-05,7.718795997330108e-05,0.0004770714768063913,0.00046420929264931834,0.0008080839434775558
hmc,0.004617555280726174,0.005604790343222515,0.0052349257798886255,0.00851147169108159,0.00984505746445797,0.010277351588221417,0.009741481915292656,0.009397794663383589
vulval cells and the epidermis,0.08427258855326014,0.04279990983599392,0.046089376043128,0.026065473746622072,0.01854775417193119,0.03340517307829596,0.008979469206079007,0.009571871268968137
