group,D01,D02,D03,D04,D06,D08,D10,D12
Amphid socket,1.3422438050742626e-05,9.268152417075711e-05,1.5505736013746885e-05,6.462441726097932e-05,0.00012320961147507158,0.00024216128444790947,0.00012424569345101394,9.091437289319709e-05
Anal muscle,0.007499670056998781,0.006547932604777295,0.006296634308925976,0.007493392707199456,0.006914945914253165,0.010828524573003059,0.007325591437716428,0.007899896725504655
Coelomocytes,0.000658573498813145,0.0008587353096055414,0.0011866404722108276,0.001360596601207156,0.0014775791705245974,0.0013558970809284389,0.001046996130936476,0.0008306459039111014
Distal tip cell,0.0017724177666134412,0.0011671515730592302,0.0017162746854383084,0.0017733184520515974,0.0014549315119101924,0.004079944759865195,0.001159032719300042,0.0017372311597876385
Embryonic cells,0.0034003072905714623,0.004008427085469476,0.0027943582974053333,0.0048133913070986184,0.010027062780079764,0.0060110657483984165,0.022779341819415964,0.02493283728495281
Epidermis and seam cells ,4.315112818361897e-06,7.509382667974785e-06,0.0,0.0,0.0,4.460493797172002e-05,7.5123363508739e-06,4.436605180455195e-06
Excretory cell,0.002018628167146444,0.0017598707929323953,0.001548231062110249,0.0007827797821165816,0.0008827994136298985,0.0016938281136291606,0.0013669772261202975,0.0014926316713194572
Excretory gland,0.0073531663294072475,0.013731158579426899,0.012938195454768472,0.013765919528452054,0.016547338548200275,0.009002605096701395,0.007213215524540757,0.008001869704819118
Germline,0.1863321778497366,0.20614344069875082,0.20054972728342393,0.1850569732522545,0.22590487785963279,0.1846565624990315,0.23140405310190565,0.2377173791004821
Glia,0.016620999838305485,0.014261902807862119,0.013714972544610229,0.011682440853785355,0.011510034278915305,0.01915283097563423,0.009057284026162703,0.009969148390603302
Gonadal,0.0510209322821845,0.07262915611007094,0.07765312836952676,0.09381456389553039,0.08227205190229885,0.10245977258002552,0.10092323938759971,0.10748643508549478
Hypodermal cells,0.020966711616363213,0.0009289976672138714,0.000115732414178502,0.0,0.0,0.0,2.6487067717065185e-06,3.610745247304286e-06
Intestinal-rectal valve,0.0007390446963993672,0.0,3.0477445894456516e-05,9.905684611229668e-05,0.0001962458884243347,0.0011698238272957132,0.0007340515899022051,0.0005542911530539247
Intestine,0.1637620909497656,0.1754158461549898,0.14484974288129596,0.1748066318858932,0.11448081158295557,0.09770112648836399,0.03738088241950961,0.029147534625389708
Marginal cell,0.004070622697555643,0.0036893816793530615,0.004048903938569216,0.004232237241035,0.004336110774314533,0.006999640230676229,0.00424907020326084,0.005309770198482339
Muscle,0.09086869465927463,0.06167783267981673,0.06479696841440116,0.05412237584187358,0.048332001584192714,0.07418768062933137,0.04191678278267501,0.047275898587064366
Neurons,0.026316357145939856,0.03341516064074487,0.036540470866290295,0.04427547202600179,0.046208744613433085,0.06266363277398687,0.049406888973391225,0.0577588614794511
Pharyngeal gland,0.003792808233307466,0.0045493981942142225,0.004880478966495812,0.005733008774240919,0.007390272975292646,0.008736286176033987,0.007042506927954328,0.006136346885223424
Phasmid socket,0.003498273574299524,0.00651464987050272,0.00796719448372212,0.008262642071940676,0.008458122478446769,0.009541893736496457,0.00893330517922056,0.010411487714916873
Seminal vesicle (male),0.00027928264400852,0.00025443328214002107,0.00024700233250260457,0.0003004900790095792,0.0002283015967041001,0.0001622685702723831,0.00014401996860961876,0.00013238635825577852
Sperm,0.0004267061930579153,3.88240537442962e-06,2.025615675866431e-05,0.0001418413515817256,0.00019731148278189222,0.011042600148224446,0.008078763060003009,0.0021503710165297354
Spermatheca,0.06475832334082086,0.06798544065529473,0.07012106073323553,0.061816004718289845,0.05928827705560317,0.0345282547729298,0.06333145462902082,0.04192154311035582
Spermatheca-Uterine junction,0.001233549712785222,0.0012718443151796604,0.0013623300476485439,0.001239043612260467,0.0010285928643592604,0.001181813681396635,0.0018084203417057744,0.0011862744322478503
Unassigned sheath cells,0.0001034493368957951,3.5079234344113844e-05,0.0,0.00024415776611438206,0.0002472736898345252,0.0011033450366153901,0.0008792498665169499,0.0011289015992762177
Uterine-vulval cells,0.061195069014176304,0.0904336550642952,0.0941455537579157,0.11446152114261189,0.14239711944011027,0.12172480143066153,0.1982218357195727,0.18373608421171353
Vulval cell,0.009964893006827272,0.008838732733511583,0.009122338679726241,0.008348246255019008,0.0047350015021772815,0.0038030781454452996,0.001298212253892218,0.0012060783749500072
XXX cell,3.901758942154649e-07,7.246336132447474e-20,7.09152677663323e-20,7.228635486343476e-20,7.977517478711632e-20,3.538138538276421e-07,2.916907408382921e-07,7.213887667054914e-20
"arcade, marginal and pharyngeal muscle cells",0.0038142784859681905,0.004041063574670998,0.0035440842975467757,0.0026097193508596026,0.0018265716874356663,0.0032564537510688055,0.002288775007586036,0.003630160621595783
cephalic sheath  and unidentified glial,0.00011327414637844815,6.577108636119922e-05,0.00016434909905208603,0.00011263209234855632,0.00018996066069389418,0.0007172503324863475,0.0007273725549750184,0.0010996592296894433
hmc,0.004767870205929284,0.007262674542912401,0.006863450322950732,0.011410544673173019,0.01398447369787089,0.014049756116353963,0.012354641523609693,0.012915676518482258
vulval cells and the epidermis,0.05680044554616887,0.025971721558761186,0.029393787105230964,0.016063442972706444,0.013054798453504119,0.01801110015150956,0.006407840010203302,0.006878803056741931
