,ADF,ADL,AFD,AIA,AIN,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVH,AVJ,AVM,AWA,AWB,AWC,Amphid sheath,Amphid socket,Arcade cells,BAG,BDU,CAN,Cephalic and inner labial socket,Cephalic sheath,Coelomocytes,DVB,DVC,Distal tip,Embryonic cells,Excretory cells,Excretory gland,GLR,Glia_2,Glia_3,Glia_4,HSN,Hypodermis head,Hypodermis tail,I2,I4,I5,IL2,Intestinal-rectal valve,Intestine anterior,Intestine posterior,MI,Marginal cells,Mature sperm,NSM,OLQ,PHA_PHB,PHC,PLM_ALM,PVC,PVD_FLP,PVM,PVN,PVP,PVQ,PVT,Phasmid sheath,Phasmid socket,RIA,RIC,RIF,RIM,RIR,Rectal gland,Seam cells (bus+),Seam cells (grd+),Seminal vesicle (male),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatids,Spermatocytes,Syncitial pachytene spermatocytes,URB,URX_AQR_PQR,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,VC_4_5,Vulval cells,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),g1A (pharyngeal gland),g1P (pharyngeal gland),g2 (pharyngeal gland),hmc,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),vm1 (vulval muscle),vm2 (vulval muscle),timepoints
N2_1_QZ0_20.Rep_302,0.0002923622330029724,0.00028880317923565124,0.0,0.0,0.0,0.0006746714762321502,0.0,0.002010479512131561,0.0016749549136056913,0.0,0.000231172042305753,0.0,0.0,0.0,0.0,0.0,0.0,0.0023128305146527875,0.015242945290501088,0.0,0.0,0.0,0.001492565020511559,0.0012117819205462441,0.0014456587848782202,0.0008398727385993429,0.0017469844335692214,0.0,1.4594183069347677e-19,0.0,0.003728737632384471,0.0,0.010611205723983044,0.0,0.009672612396226668,0.0,0.00029064241146611403,0.00040903305389619805,0.01284855787088043,0.04727512962028602,0.0014029295867697476,1.5636624717158225e-19,0.0,0.0,0.0010379259328891202,0.008384953859376364,0.044660885094690565,1.0424416478105484e-19,0.003586512977466481,5.395995736990113e-05,1.3551741421537127e-19,0.0009246561429996693,0.0,0.0,1.7721508012779322e-19,1.0424416478105483e-20,0.000518242011688615,0.0,0.0,5.212208239052742e-20,7.297091534673839e-20,0.003086077402625016,0.007937040863753238,0.014523829135138144,8.339533182484386e-20,0.0006779619537343183,0.001337588087662768,0.0013865646504861513,1.0424416478105484e-19,0.03084628049070047,0.0,0.10898932254583867,1.250929977372658e-19,0.0,0.13744927516454641,0.08393082833760247,0.022263487758374213,0.001045136497464121,0.000867595115777757,0.0,0.01680478997264098,1.5636624717158225e-19,1.1988078949821306e-19,0.0020524630278409206,0.09197662812770878,0.04775825600188015,0.059452730325745565,0.0546002093487286,8.339533182484386e-20,0.0031392134640984854,0.0,0.0018666449516493106,0.005088322059072494,0.017673846215434982,0.00808617633922906,0.008396400898624463,0.0020061032905703997,0.007930263930314011,0.005872103178928495,0.002938242935749289,0.0,0.07514555159593458,1
N2_1_QZ0_20.Rep_303,0.0003101060453083893,0.000492657906697113,0.0,0.0,0.0,0.0,0.0,0.002203857278514978,0.0010141913412121432,0.0,0.0003943472324323705,0.0,0.0,0.0,0.0,0.0,0.0,0.003434042588176684,0.012645231386298611,0.0,0.0,0.0,0.0,0.0,0.0015481804759928724,0.0004747686019819327,0.0029506595816859407,0.0,0.0,0.0,0.0062066457699620214,0.0,0.015990466533136842,0.0,0.008848899768554299,0.0,9.034676526572503e-05,0.0013694851760526388,0.010776324515416887,0.08439766119614606,0.0011845887375599657,0.0,0.0,0.0,0.0012531970286802413,0.012800598562961207,0.04691211646602132,0.0,0.004943764167807955,8.362916358537846e-05,0.0,0.0011435526453687664,1.6577525833123387e-19,0.0,8.288762916561693e-20,0.0,0.001735128117042996,0.0,8.288762916561693e-20,0.0,0.0,0.0034141177725257993,0.009112579272611334,0.013485753859251427,8.288762916561693e-20,9.719339053444535e-05,0.0012195357391990116,0.00163078311685552,2.9010670207965928e-19,0.0572289579390069,0.0,0.1111614802131596,0.0,0.0,0.13453195985943386,0.08528514825818907,0.018927884638428014,0.0023347350800531253,0.0009119539350871557,0.0,0.020921961451431773,0.0,0.0,0.007712199110688857,0.06617732147440651,0.012196138858395603,0.05423593714906144,0.04294732652553948,0.0,0.007061156902163361,0.0,0.0021548902010922488,0.004592443408348583,0.007403290101676839,0.007343714255039078,0.00944224867335525,0.0025545936252941615,0.002227423890077494,0.008954961882430803,0.001610591443029467,0.0,0.0799172709217705,1
N2_1_QZ0_20.Rep_304,8.157671750306563e-21,0.0,0.0,8.157671750306563e-20,0.0,0.0013755176173958774,0.0,0.0013473003094069892,0.0011890041447434154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019275000676472638,0.015831134765259457,0.0,0.0,0.0,0.0015451380701036349,0.0011399162701769515,0.0011590519787863691,0.0008599209558591568,0.0009240049631197997,0.0,0.0,0.0,0.019573714540226626,0.0,0.02955487400232068,0.0005828627015952628,0.010728843213886596,0.0,0.0010506141200100026,0.0008852097416223134,0.016968584425952397,0.08161499556785325,0.0010071440232944464,0.0,4.48671946266861e-20,1.4683809150551814e-19,0.0010250493027757223,0.010102656820931527,0.04392191988739112,0.0,0.00904266798464531,0.00026339244240814136,0.0,0.0009418501350251879,1.3868041975521159e-19,0.0,0.0,0.0,0.0010985911192871018,0.0012210279197105444,0.0,0.0,0.0,0.00649160788992409,0.006943608937332766,0.010821857875436472,0.0,0.0006284238674016177,0.0012860485010368176,0.0015794363822815025,0.0,0.017232535410048207,0.0,0.12567552108327484,4.894603050183938e-19,0.0,0.10020321232988749,0.04786548413224457,0.0075583657166076006,0.002856865488465134,0.0011044044819663954,0.0,0.012871138313338934,0.0,0.0,0.0,0.0964644377047509,0.03594725800036249,0.041284998582582014,0.04258247832648041,0.0,0.015630814712829382,0.0,0.002429439716614203,0.013157984299490883,0.014763301888070544,0.0059590995337494455,0.017603396573530376,0.0016961612333970524,0.009131700493770762,0.016881750464256287,0.007011192659738806,8.946413894385994e-06,0.07944604189580061,1
N2_1_QZ0_20.Rep_305,0.0,0.00030995374291057097,0.0,1.8108723339263029e-19,0.0,0.0,0.0,0.0019715108032930273,0.0011122539049184445,0.0,0.00024810197712707156,0.0,0.0,0.0,9.054361669631514e-20,3.420536630749683e-19,0.0,0.0025242949477608904,0.014174028260816257,0.0,0.0,0.0,0.0,0.0009259470343414533,0.0014317383371954184,0.0004673220991484863,0.0025441056723399607,0.0,0.0,0.0,0.01291236387374863,0.0,0.019618051425420197,0.0,0.00667643988637444,0.0010010915717446897,0.0031712467223179606,0.001413450059882095,0.010463723596671881,0.08230793857960321,0.0012247052448425319,3.018120556543838e-20,0.0,3.822952704955528e-19,0.0011756571924975033,0.008834439283992688,0.04166856610570221,3.018120556543838e-20,0.004831576829013246,0.0,1.911476352477764e-19,0.0015029805681768735,2.0120803710292254e-19,0.0,0.0,0.0,0.0013065098897571887,3.018120556543838e-20,0.0,9.054361669631514e-20,0.0,0.001086616149395096,0.005259627786599794,0.013059334166646447,8.048321484116902e-20,3.5211406493011443e-19,0.0012748444917341374,0.0015657313438535456,0.0,0.0173553395951585,0.0,0.13611535431777566,5.030200927573064e-19,0.0,0.13009708697917816,0.07803029882971806,0.010063548254364896,0.0008773420435863368,0.0007850627942189756,0.0,0.016862835940347057,0.0,0.0,0.01426825822289826,0.07559716790205015,0.02709890434617295,0.05573241990141724,0.03973478937500011,0.0,0.012739456678254407,0.0,0.0021709081600367864,0.004958887361501603,0.015271718233304319,0.007418433224327599,0.009017737992711699,0.0023688221520124487,0.006419842661974815,0.010324151545314629,0.002300278663536128,0.0,0.07832720327731316,1
N2_1_QZ0_20.Rep_306,0.0007170816724220928,0.0,0.0,0.0,0.0,0.0014083556267870576,0.0,0.002737407246292251,0.0,0.0006837200523168119,0.0005669994821532071,2.4570972373988865e-20,0.0,0.0,0.0002868216178485504,0.0,0.0,0.003259617835301258,0.010015936749266293,0.0010373699632404546,0.0,0.0,0.0,0.0,0.0018971361283038942,0.0005010739732090329,0.001610087419703885,0.0,0.0008985322362776689,0.0,0.0012325716502167815,0.0,2.4570972373988866e-19,0.0,0.008910244783473338,0.004606287868563461,0.003218672042125205,0.008462303798215809,0.017575807599197524,0.0702588297745809,0.0,0.0,0.0,1.4742583424393319e-19,0.00021451973087852148,0.013942571122387084,0.04354604007095473,0.0,0.004464956239483429,6.306281449640499e-05,0.0,0.0017713579491787652,1.7199680661792207e-19,4.914194474797773e-20,0.0,1.7199680661792207e-19,0.0010444709404441599,0.0003232109602294295,0.0,0.0,0.0,0.013357038811244887,0.007381065703595611,0.01728747055114729,2.4570972373988866e-19,0.0010104672547468065,0.00349855317511088,0.00017580016624847567,7.371291712196659e-20,0.02656969223267422,0.0,0.09270643071868657,0.0,0.0,0.09779707375788868,0.0490789278882571,0.0,0.003856269800409124,0.0010429661527492935,0.0,0.013848555825924917,0.0,0.0,0.049149630978544766,0.09707075813809149,0.036750506705615214,0.07592279147731343,0.057028799810311115,0.0,0.010242558143111294,0.0,0.004938812715458878,0.005878035273328702,0.013953346448307037,0.004431122076668853,0.005594140232451779,0.0025819833715519853,0.010593598424337774,0.006349794991436079,0.0029893000152149455,0.0,0.08365946181202508,1
N2_1_QZ0_20.Rep_307,0.0003938337739501317,0.0,0.0,0.0,1.0659995272627569e-19,0.003392615427637809,0.0,0.002149625552692519,0.0,0.0003755109897311824,0.00031140601478477797,0.0,0.0,0.0,0.0,0.0,0.0,0.002724703663725287,0.014538718167715752,0.0,0.0,0.0,1.9187991490729623e-19,0.001015643559073494,0.0013482508858411455,0.0013818617899383637,0.0018630033878383532,0.0,0.0,0.0,0.010497622738980115,0.0,0.008534564136877124,0.0,0.010269504529609346,0.0017649373245359683,0.0006107511606524068,0.003747676186178713,0.016499665588497074,0.07872683764685076,0.001013715716642212,0.0,0.0,0.0,0.0010252201686625257,0.010360873511094569,0.04709665293677585,0.0,0.00594975918004892,7.101777349233681e-06,0.0,0.001422799869499826,8.527996218102056e-20,4.1573981563247517e-19,1.2791994327153083e-19,2.025399101799238e-19,0.0010656678348330661,4.903597825408682e-19,0.0,0.0,0.0,0.01104095088596962,0.004999587568782639,0.013699704689929083,0.0,4.69039791995613e-19,0.002031576583779666,0.0012350997447161311,2.131999054525514e-20,0.03568760389502336,0.0,0.09420361183018094,1.0659995272627569e-19,0.0,0.11508381699008421,0.06492542278275253,0.010110495344901663,0.0009158198580062909,0.0008402365177212109,0.0,0.013641380725948506,0.0,0.0,0.02069908269106486,0.09888803457033142,0.021126898572488475,0.0692407752542303,0.05539010189874114,0.0,0.013484800953952011,0.0,0.0044724980999332285,0.0032868843642663826,0.005687942332566028,0.003536213320478057,0.00870134134784672,0.001957237328203515,0.0057068612375054855,0.006535135120544672,0.004376710366216356,0.0012805408640747442,0.07912511073974428,1
N2_1_QZ0_20.Rep_308,0.0005966087602247668,0.0,0.0,0.0,2.634150845607755e-19,2.411870464537089e-06,0.0,0.0025668571114575802,0.0,0.000568852040766477,0.00047174104583221126,0.0,0.0,0.0,0.0,0.0,0.0,0.0035148816304880026,0.016438455065977454,0.0,0.0,0.0,0.0,0.0,0.001741118717986279,0.0003257421509096381,0.0008926881423883357,0.0,0.0,0.0,0.0011321175261047587,0.0,0.007328597663920077,0.0,0.01789173474408646,0.0,0.0032517891737277402,0.0,0.013108601051602437,0.0848276293118796,0.0,0.0,0.0,0.0,0.0008005042324349037,0.007025712307648965,0.03550621883867256,0.0,0.004629796896149156,0.00438869963613893,4.0709603977574394e-19,0.0018029930362138315,0.0,2.0354801988787197e-19,0.0,0.0,0.0,4.0709603977574394e-19,0.0,0.0,0.0,0.011694378806163913,0.006808462289818582,0.014222374590017746,0.0,0.0,0.0026979146412737525,2.3946825869161406e-20,1.9157460695329125e-19,0.018441638099414376,0.0,0.13678604351634863,7.4235160194400365e-19,0.0,0.08239360372489621,0.031017261127364696,0.0,0.0012159044993776415,0.0,0.0,0.00777123839560036,2.3946825869161406e-20,0.0,0.019785904706522778,0.10884141448361037,0.05597998584876893,0.06481531538481076,0.06605650572278632,0.0,0.008403930870920564,0.0,0.005352760123472356,0.003723692246703213,0.009654459447147021,0.006017355364480851,0.005629914735536095,0.002689872540485049,0.0065666930270233265,0.015047440665380142,0.00864168850379637,0.0,0.0909304956832052,1
N2_1_QZ0_20.Rep_309,0.0034831361465377845,0.0025505599422181212,0.0,0.00048112345741982784,0.0,0.002001250564957123,0.0,0.005406853288214054,0.0008910698815106216,0.0027224716313020915,0.002775816350597781,2.2306036842138546e-19,0.0,0.0,5.400408919675648e-19,0.0,0.0,0.003124018621369941,0.018570958851693287,0.0,0.0,0.0,0.0,0.0,0.0019859214878695675,0.0037021466674713767,0.0008004002649546095,0.0,0.0,0.0,0.002154515221396153,5.400408919675648e-19,0.029320457747817365,0.0008289978822318633,0.01292799505993572,0.0,0.0002861585194684772,0.004929689860195893,0.007843158791303676,0.055395782461389695,0.001180591425399099,4.226406980615725e-19,9.979016482009351e-20,0.0,0.00012109999053274614,0.005323355955913036,0.03304917687115223,9.392015512479389e-20,0.004753057792165849,5.400408919675648e-19,0.0,0.0012489845957463182,0.0,0.0,0.0,0.0,0.0,1.2679220941847174e-18,0.0,0.0,0.0,0.008428043608625754,0.009163755872841278,0.015280737393332059,0.0,5.752609501393625e-19,0.0020598497661847466,0.0004262618040429222,6.339610470923587e-19,0.013552161664796322,0.0,0.09991666157539242,1.150521900278725e-18,0.0,0.1295714460877598,0.06813324126999798,0.00925676732005301,0.0011615205100688752,0.0,0.0,0.007213622953568032,1.8784031024958778e-19,0.0,0.012521606833159329,0.08551059548123902,0.06649379864248481,0.07170501081006525,0.06059732191265136,0.0,0.00591473280533632,0.0018069146495836145,0.0,0.002368554530664706,0.01030575763636479,0.00517823676912259,0.011091073617044419,0.0026423426332789776,0.0037100032275532422,0.015835960545257658,0.004601893287848027,0.007201095303462049,0.06049228215745625,1
N2_1_QZ0_20.Rep_31,0.0,0.0,0.0005534280048748562,0.0,0.0,0.0,0.0,0.0015282321840793807,0.0012267630813430268,0.0,0.0019629682016768153,0.0,8.327864831646035e-20,0.0,0.0,0.0010189386909821756,0.0,0.0010289800202474121,0.014288788504586978,0.0,7.402546517018699e-20,0.0,6.47722820239136e-20,0.0016891482968759755,0.0010616307125847857,0.000642396731804279,0.002206116552168461,0.0,2.1282321236428758e-19,0.0,0.016114339426781327,4.441527910211219e-19,0.029810974124676988,0.0,0.012152274425938876,0.005149603797741636,0.0021125504212556366,0.0,0.008992651510012386,0.06214081567982604,0.0006734394745900305,0.0,0.0,0.0,0.000830976208699828,0.01332518190922794,0.0408276146014633,0.0,0.004812146611537282,0.00881174480687677,2.590891280956544e-19,0.0005841129722598509,2.498359449493811e-19,0.0,0.0,1.295445640478272e-19,1.4144406605788917e-05,0.0014315926489407924,0.0,0.0,0.0,0.006945950705178315,0.0063105231249184005,0.011891738533062942,0.0,0.0005502767682022037,0.0024869063433929353,0.001701236966083287,0.0,0.0455428322051418,0.0,0.11609254653163348,2.775954943882012e-19,0.0,0.10579118048897705,0.04973115372121533,0.005779918920676054,0.001713538220018028,9.253183146273374e-20,0.0018099262186123109,0.015046619519208824,4.534059741673952e-19,1.1103819775528047e-19,0.004656005221232315,0.08233392483967869,0.04267685519685689,0.052022603802014136,0.04830097150726032,0.0,0.02090916479812704,0.0,0.0049603185901233695,0.007435102463830122,0.018548875042384283,0.011986524185567211,0.010901824239291678,0.0015308087405894672,0.006519404202771059,0.008065827798420905,0.0023203015974602994,0.0,0.07044558550041259,1
N2_1_QZ0_20.Rep_310,0.0006693075908826856,0.0005312047143484825,0.0,3.8247262536565234e-20,0.0,0.0016425893472950758,0.0,0.002695283097060132,0.00042013558151434826,0.0,0.000893343536115755,0.0,0.0,0.0,0.0,0.0,0.0,0.002850066787708775,0.014702465526276753,0.0,1.7211268141454356e-19,0.0,0.0020981275831216165,0.0009165194174838285,0.0017050334779065554,0.0,0.0016792052197987506,0.0,0.0,0.0,0.03738510185020393,0.0,0.026751754034052142,0.0015553059655351706,0.007761460563662839,0.0,0.0,0.0008964431719838472,0.014548739943473414,0.07551248201379757,0.0009122470851617031,0.0,0.0,2.8685446902423925e-19,0.0009720683384445396,0.008439128464495908,0.03855022221073952,0.0,0.002951168465269406,5.1265617613112384e-05,0.0,0.0013119485767238781,1.7211268141454356e-19,1.9123631268282617e-20,3.346635471949458e-19,0.0,0.0020844675819397256,0.001409340696378657,5.737089380484785e-20,0.0,0.0,0.006423305252140438,0.009451498813687278,0.014103010229593782,1.9123631268282618e-19,0.0008693786370446915,0.002316282337703097,0.0015350363254454434,2.0079812831696749e-19,0.02505982951804413,0.0,0.1061566270997826,2.294835752193914e-19,0.0,0.11523086894976721,0.057768151282603875,0.012997077345009416,0.0024800483359953035,0.0009097020302624637,0.0,0.013545480301823076,4.7809078170706544e-20,5.737089380484785e-20,0.004214282413574889,0.09161831976531933,0.04380635020264392,0.05017080749960522,0.05008214478715294,0.0,0.008088333958177919,0.0,0.0,0.0043698290584599925,0.008287535165028127,0.0044949638001172834,0.019194580668678983,0.0022477973584722603,0.008471069697548855,0.006569079904971337,0.003089800652007544,0.0002447762908279853,0.07430760585952238,1
N2_1_QZ0_20.Rep_312,0.0004266828121072758,0.0,0.0,0.0,0.0,0.0,0.0,0.0020656109203972583,0.0016629448835253709,0.0004068317540891634,0.00033737988685630965,0.00013795959549864668,0.0,0.0,0.0,0.0,0.0,0.0020109654303365966,0.01470649945578058,0.0,1.3936751974272226e-19,0.0,0.0,0.001170600425792311,0.0012760572478754772,0.0029048829682003768,0.0021532202980089027,0.0,0.0,0.0,0.02848737870616774,0.0,0.02752812290743462,0.0,0.009275832871338768,0.0,0.0,0.001134286529645836,0.007685931692702879,0.03339460322447532,0.0008902981220155487,0.0,0.0,2.986446851629763e-19,0.0010786953242089442,0.010213924197164893,0.05303426446420763,0.0,0.004412820638787616,0.0,0.0,0.0006825762777646689,0.0,2.190061024528493e-19,3.2850915367927394e-19,0.0,0.0021147115186645428,0.0015401458041198167,0.0,0.0,0.0,0.010627075456545242,0.004497710150769611,0.010771528379323705,0.0,0.0006108887602353228,0.0018695655732417665,0.0011507684519044229,1.294126969039564e-19,0.08730783771104231,0.0,0.06544125140974262,0.0,0.0,0.12474014935227049,0.08846062999714109,0.013173171321711629,0.0008699017039711562,0.0007344632815630305,0.0,0.02339916064968246,0.0,0.0,0.016257202356644768,0.07016873096477742,0.030577721509324755,0.0634217960302346,0.04822880553466458,0.0,0.00252952738770091,0.000504591048749881,0.0,0.0036828531083890345,0.009212170713982091,0.012009351571505041,0.016863443513688077,0.0,0.0032400716850537075,0.009222855896990217,0.0,0.0,0.06969354852198306,1
N2_1_QZ0_20.Rep_313,0.0003108814877734861,0.0003070969909905539,0.0,4.6923105112595994e-20,1.8769242045038397e-19,0.0,0.0,0.0022445287792304917,0.0,0.0,0.00024581529462773413,1.8769242045038397e-19,0.0,0.0,0.0,0.0,0.0,0.0027821842970659674,0.012570662637790971,0.0,0.0,0.0,0.0,0.0,0.0016441980209545145,0.002387847123761335,0.0008658320889830469,0.0,0.0,0.0,0.016165963701229077,0.0,0.015155156154186935,0.0007196992083128825,0.012598214341635097,0.0,0.0,0.0,0.012440457886994901,0.11351481348028451,0.0,0.0,0.0,0.0,0.0,0.008804406481819217,0.03689585458746009,0.0,0.007873769937523771,0.0,7.038465766889398e-20,0.001656166440966497,4.6923105112595994e-20,0.0,0.0,0.0,3.7538484090076795e-19,0.0,1.6423086789408597e-19,0.0,4.6923105112595994e-20,0.005486566476821347,0.004650374588167384,0.014199050527342263,2.3461552556297997e-20,0.0,0.0023542764869165914,2.3461552556297997e-20,0.0,0.019771385786673586,0.0,0.1602067018924264,0.0,0.0,0.11488103036048265,0.04606071385361348,0.0,7.923680214296765e-05,4.6923105112596e-19,0.0,0.0076956116905052534,0.0,0.0,0.004039414606605183,0.08878598344410348,0.02001778159825397,0.05912159435648705,0.060953956993439425,0.0,0.024604752738017745,0.0,0.0019141702974358474,0.0031957419620810344,0.007561737884180853,0.006843552295397234,0.005496039310148437,0.0023973407554535742,0.010367772953292045,0.00756763497073198,0.0,0.0,0.07256402842768915,1
N2_1_QZ0_20.Rep_314,0.0010173143673600006,0.0,0.0,0.0,0.0,0.0018940099749374176,0.0,0.0027914238221261943,0.0,0.0008025550271252127,0.0,0.0,2.6266536239020837e-19,0.0,0.0,0.0,0.0007002996767311493,0.0018844338919423054,0.02238063555623532,0.0011620227644041873,0.0,0.0,1.0701181430712191e-19,0.0006538419922864445,0.001580059983457649,0.0017328051854953962,0.0004988764495035576,0.0,2.91850402655787e-20,0.0,0.005351920038270476,0.0,0.018380407666123866,0.0,0.015295133941412863,0.0,0.0016568360405068692,0.0045514156725336265,0.014715908654734797,0.051809511505192474,0.0,0.0,0.0,0.0,0.0011147301439704798,0.009133445677530124,0.0348982816156752,0.0,0.004529007460915001,0.0,0.0,0.0019401455218339431,0.0,0.0,0.0,0.0,0.0044311793194037885,0.001505106889264387,1.7511024159347224e-19,0.0,0.0,0.014938207435090193,0.0064925412643699705,0.015524081121411657,0.0,0.0005963388381881092,0.0007807539005947464,0.0024308421745858184,0.0,0.01898599142374395,0.0,0.0851927452553127,0.0,0.0,0.13150108939248797,0.08119752609430843,0.015289584869346185,0.0010982895867250376,0.0007297832180771128,0.0,0.013648598305619026,0.0,0.0,0.018513606887516475,0.09818699512846574,0.025346781054942518,0.060015618573760254,0.05302697713106862,0.0,0.004990492312633472,0.0014988734301430349,0.000271790832337692,0.003896810399854921,0.010761150349808818,0.0037412485508252235,0.011902352167690896,0.0016873923537086596,0.0036735848782650355,0.013658102043674018,0.004912772924285799,0.00044040874158485216,0.0886573605206004,1
N2_1_QZ0_20.Rep_315,0.0003281820815231249,0.00021212238088756923,0.0,0.0,0.0,0.001207772719909886,0.0,0.0021707836062474515,0.001724439068911409,0.0,0.0002594949465756837,1.1180782773532425e-19,0.0,0.0,0.0,0.0,0.0,0.002521052752406986,0.012927203408805567,0.0006189257271165738,0.0,0.0,0.0023051778989871554,0.0005855327372056242,0.0013272092124014445,0.0016579561131178492,0.0005165195550362264,0.0,8.944626218825939e-20,0.0,0.011864394250639189,2.236156554706485e-19,0.02412115791854231,0.0,0.006473941875431232,0.00010249362951170224,0.002051333760705875,0.002846994484523937,0.01902571946733252,0.05852067345488628,0.0010473289086751008,4.0250817984716726e-19,0.0,0.0,0.0,0.011566100684262521,0.04210752202832897,0.0,0.005902330120538939,0.004360952264424491,2.0125408992358363e-19,0.0006607914698527951,1.1180782773532425e-19,0.0,0.0,1.5653095882945394e-19,0.0026982103829960562,4.4723131094129693e-20,0.0,0.0,0.0,0.008481834541247636,0.0057740907681454005,0.009296295743925412,0.0,7.155700975060751e-19,0.0019357919032986005,0.00022552164436541247,4.4723131094129693e-20,0.02137328501817114,0.0,0.177970554005953,4.0250817984716726e-19,0.0,0.11851905326346043,0.06679803843183588,0.005560868359526813,0.0009215376087927049,0.0008782292045939802,0.0,0.012394617129984131,0.0,0.0,0.0,0.11393863036019602,0.008432264379296572,0.02121400043461716,0.01744054898920409,0.0,0.026180140341744557,0.0,0.00382356633645159,0.00462052952328974,0.009925305913577046,0.005711864378298092,0.01133320632116087,0.0,0.004303907230391493,0.02154791297341369,0.00730927403438056,0.0,0.09237681425089357,1
N2_1_QZ0_20.Rep_316,0.001177388954814037,0.0009902693001579029,0.0,0.0,0.0,0.001893090576184252,0.0,0.0029110402837797026,0.0018237102659226089,0.0,0.0010115581411725726,0.0,2.593229294989037e-19,0.0,0.0,0.0,0.0,0.002311099392773625,0.017535114255075826,0.0,9.973958826880912e-20,0.0,0.0,0.0009585845191833513,0.001195024709350642,0.0018116577909320845,0.0010245770290854624,0.0,1.595833412300946e-19,0.0,0.023823146747822908,1.9947917653761825e-20,0.02721590522149734,0.0,0.008301215844097763,0.0,0.002158743033912433,0.004132610475807413,0.017385327029432202,0.09318155380776662,0.00131220420343604,0.0,1.8950521771073733e-19,5.585416943053311e-19,0.0010054498912532913,0.012401371727204236,0.03906166292361069,0.0,0.006261230643591678,0.0007452578268353305,1.595833412300946e-19,0.0005594740550068243,2.194270941913801e-19,4.986979413440456e-20,0.0,1.0971354709569004e-19,0.0009312855219721518,0.0014574717856172502,0.0,0.0,0.0010652800522419038,0.007721923335948952,0.00943162610497855,0.01177572609433386,1.9947917653761824e-19,0.0005321379554211141,0.0011904085993282687,0.00179968135408798,1.1968750592257093e-19,0.0204007033215892,0.0,0.14967314394103898,0.0,0.0,0.09641388327340807,0.04572279941089712,0.0012199170156680867,0.0007897623385759645,0.00028000254971063493,0.0,0.023254784585782638,2.29401053018261e-19,1.147005265091305e-19,0.0,0.11495758400018737,0.009226396570865606,0.01864412911350484,0.005889222007353383,0.0,0.01694489983248385,0.0,0.004230871855517204,0.007098648707211629,0.023733053446921414,0.005095340933439313,0.01292885382611454,0.001459674543917362,0.01318592004820611,0.01185061319555488,0.004024505759295225,0.0,0.1048814802691197,1
N2_1_QZ0_20.Rep_317,0.0004605763384138689,0.00045496954051957935,0.0,2.9522886578555245e-19,1.6870220902031569e-19,0.005256062904324256,0.0,0.0021963810821043735,0.00035569654399347,0.0,0.0003641796400828466,0.0,2.9522886578555245e-19,0.0,0.0,0.0,0.0,0.0028044380035302406,0.012866145734322003,0.0010710030474041631,0.0007866853743908067,0.0,0.0,0.0,0.001719601674553651,0.0009350869207955591,0.0024329886434259337,0.0,0.002049794251452261,0.0,8.435110451015784e-20,1.6870220902031569e-19,0.011038081041045079,0.0,0.008848815600853113,0.0078779319810579,0.0030011438917884213,0.007579405767235562,0.013115155159159862,0.08048046115294347,0.0,2.5305331353047353e-19,1.4761443289277623e-19,9.278621496117364e-19,0.0,0.010437366152384261,0.03336252348214909,4.639310748058682e-19,0.0059968673851302536,3.3740441804063137e-19,4.2175552255078926e-19,0.001632728407487413,1.138739910887131e-18,0.0,0.0,3.795799702957103e-19,0.002186195753382386,0.0,0.0,0.0,1.8978998514785515e-19,0.009926991573320715,0.007803702854892184,0.01655748230038393,5.904577315711049e-19,0.0,0.0026365558032117025,0.0,8.435110451015784e-20,0.05136779012432492,0.0,0.1091031073651996,5.904577315711049e-19,0.0,0.08398784814913704,0.044489789132409766,0.0,0.0028512570558583677,0.0,0.0,0.00698660232790499,4.2175552255078926e-19,1.0543888063769732e-19,0.04269272112784775,0.09213367300360703,0.036720522356103395,0.07132068638320141,0.05702843000010613,0.0,0.007583917930394096,0.0,0.0023251690427544395,0.005924630265818634,0.008418206492386228,0.002414841793480756,0.008300623443163353,0.0025178492086729374,0.01160991798962441,0.010252434809325464,0.003324879316610617,0.007468337341406866,0.07494174733492341,1
