group,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10
Amphid socket,0.0,0.0,0.0,3.469711617341593e-05,0.0,0.0,1.5271052032569246e-05,0.000615493048338537,0.0,0.0
Anal muscle,0.0018543763873322126,0.007838738314551178,0.01133312903817346,0.013937225860854453,0.017168439819703663,0.019382815296035708,0.013854796186844199,0.016036534275637244,0.008729179040283495,0.00729610810837141
Coelomocytes,0.0007376266650074831,0.0009388957935115807,0.0011167489098056816,0.0035729009474299287,0.010046512902428877,0.01365313676420984,0.013505988073440134,0.015062661561626377,0.008743489716518664,0.006160085470229663
Distal tip cell,0.026969349022308728,0.014972650985165425,0.019569812334492367,0.014726925722573149,0.013746033650497416,0.013653181744429031,0.012644296319885368,0.011284833293080757,0.012291700061023135,0.01136924899562711
Epidermis and seam cells ,0.004178620380318499,0.0012386323057760006,0.0006099303527854309,0.0,0.0,0.0,0.0,0.0,0.0,0.0012884123587855903
Excretory cell,0.00020955644420015006,0.0028715990677774597,0.0008566147219720598,0.003969152191936082,0.0049658560606181896,0.003603396854600006,0.011310795628025463,0.010763477271312012,0.009716536985714062,0.00654115436448785
Germline,0.07391538837720751,0.06127238472819055,0.06332764771759453,0.05016767289944244,0.04615883555086118,0.04281246587289806,0.03794933330602013,0.039840005122060256,0.0427931049858792,0.04952559693108424
Glia,0.017566763395360882,0.050132167153433,0.06853892026546535,0.08286571893442114,0.09286864236191288,0.09116741193757387,0.08709154057889609,0.07545949680066237,0.07861681567407389,0.06499830826730409
Gonadal,0.028776573461168308,0.07127061725212724,0.07393556854124111,0.06473061984099242,0.05747183645794546,0.057120199112339454,0.07258841348672146,0.0663159105220595,0.057378155098039986,0.05593514036918542
Hypodermal cells,0.014907753021220667,0.028379936799193914,0.007019518339989147,0.0013467065059732377,0.0,0.0012233365215335104,0.00031430553163125114,0.0,0.0,0.0
Intestinal-rectal valve,0.039703096590248156,0.02801302150078184,0.023504753751246995,0.017612419943148553,0.006157175531715392,0.0064363076916976346,0.004989241047573699,0.004102869246676925,0.0007516022899796393,0.002044117538745962
Intestine,0.10800031567266505,0.10209941297685168,0.10443236460078892,0.10154469141361754,0.08936682651707978,0.0826543058319041,0.07691364957703843,0.07947688468405809,0.06869799491829658,0.07057403624920912
Marginal cell,0.04667264031574032,0.0362682415459011,0.05008536036433724,0.051016356426075514,0.05267212721506368,0.05277365690476729,0.04536987346362847,0.0504594866090896,0.044630458630631524,0.04310419802918193
Muscle,0.14394761514882634,0.1703597383638842,0.17964203354766675,0.19011873925547584,0.18691423200171917,0.17542622005747813,0.14802121629961656,0.1566278139286771,0.17632434130739652,0.1638846667230503
Neurons,0.0,0.0,0.0,0.00026032537700830755,0.0014313708625820342,0.0011012589852014535,0.005140910338339426,0.0046067040080385434,0.0033620105099273364,0.0009263956865627478
Spermatheca,0.04893067631308807,0.06532264996446738,0.05838985382757062,0.058520518726891624,0.060224851588223195,0.06805831722083779,0.07387698870105185,0.07754181099596516,0.07530575771802218,0.08130196380170979
Spermatheca-Uterine junction,0.028969107132702135,0.01005679631731051,0.008999195741574885,0.009023114881823958,0.011110429669293006,0.01173072070310698,0.010726398434809896,0.011062926910770187,0.010088209156109841,0.012208116148114337
Unassigned sheath cells,0.00026359670638587666,0.0012061720211266713,0.006902400025387398,0.01652257105894406,0.017935469094569362,0.019920038825371605,0.03004605793251161,0.030018427853337505,0.05575164432889457,0.052311350773793876
Uterine-vulval cells,0.04179568609807018,0.05702024292261823,0.05319678144309112,0.05399832636560881,0.060147036784821334,0.06111895996713764,0.06970580527902372,0.07150085627360173,0.06929404319439063,0.06985593560228762
Vulval cell,0.0016867167682555846,0.01306456392655566,0.01192757657450562,0.010315864744587691,0.02056598088835186,0.010027490560513878,0.02564484759927791,0.024302220516142784,0.027120743785370702,0.020922639181868652
"arcade, marginal and pharyngeal muscle cells",0.006057976830357503,0.006149107153623209,0.003462681433889982,0.00909419552076581,0.027987588634353276,0.029522151922552933,0.03368399450108871,0.03191731088974557,0.029314657937751513,0.02750440075542051
cephalic sheath  and unidentified glial,0.024916647195880794,0.030119483442827628,0.028905233013696408,0.02453098520778893,0.019274101101013286,0.019982981878073208,0.021626671503358796,0.017146951880731055,0.016451996273553014,0.010277648783490684
hmc,0.0070095171350312785,0.022034465698328346,0.02740512881952426,0.029527247546233138,0.029728298699859133,0.03381397715821065,0.02755268618935755,0.02458244176250517,0.03786854063258263,0.030947810705251634
vulval cells and the epidermis,0.0018541059858346502,0.0028802214780262957,0.004255246877678954,0.0043400944919605835,0.003905873662478916,0.007479026807010066,0.0008237295257318278,0.002929326626140468,0.0,0.0
