group,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10
Amphid socket,0.003090134406913675,0.00010843016839529408,0.00035344940814839684,0.0015259807438503489,0.002000186657553627,0.0014827814006209714,0.003485389990758114,0.00439146138039385,0.0005708574246899958,0.00039261739243432283
Anal muscle,0.0434464969166207,0.055582685731823865,0.056802381873935645,0.053615334133796426,0.05429474298545132,0.05114502259051354,0.04542499127124383,0.05631124766073224,0.043720936237406714,0.03892703827474064
Coelomocytes,0.0,0.0,0.0,0.0005608147099208349,0.0005881668810654974,0.002459181557241488,0.0018574943479994742,0.0030405219352355566,0.003288867097293764,0.0027712793044580423
Distal tip cell,0.011040329398978392,0.013721283959200085,0.016111304410470928,0.007545852975470048,0.0045394146539688195,0.003752386356119668,0.0017750373075868912,0.0034284501494232086,0.0002016121659279307,0.0002679680951812059
Germline,0.0,0.003989085493179727,0.0032262101360474235,0.0007295658293314345,0.00086434892232803,0.0001285797753819613,0.0,0.0,0.0,0.0
Glia,0.08024651308197432,0.11303984088229985,0.146406124264532,0.14229595716907026,0.14900372292029884,0.17290468370636858,0.1652836383296693,0.16490478079177567,0.1471843246606605,0.13776033927560732
Gonadal,0.08248189275811091,0.04711688873695111,0.04501319393419662,0.043936174286967916,0.04429837327702111,0.04183928393466441,0.03898067993220347,0.03822561577746241,0.030246294871896725,0.0327372655010864
Hypodermal cells,0.04829630000438261,0.05389089891409115,0.0184714709997607,0.006043134063894519,0.003316498985358161,0.002445901629967788,0.0015160529979092153,0.0002143769753362428,0.0,0.0015554092672835297
Intestinal-rectal valve,0.03336189954278439,0.00825850392746507,0.00646284122830884,0.006837555231804927,0.005568307395586099,0.007549500731626353,0.008278859533914338,0.006905602133712607,0.0032451780963578375,0.002821527934343806
Intestine,0.10679124635722591,0.12014775889770207,0.1445925681119589,0.15583838112219903,0.1493186394938368,0.1522053609083784,0.15339063179444096,0.1384363862960394,0.14982987021372093,0.13564123177561277
Marginal cell,0.001154788960972544,0.00013325416382451412,0.006187584787254199,0.006739440272406667,0.022555092191379744,0.022376912348291266,0.018028645682050932,0.020541415935986775,0.01856552438386332,0.014126399360214838
Muscle,0.1290351424412308,0.16064376080760068,0.14875621423643795,0.17193628192307073,0.19136155576982636,0.19508323189119411,0.197735991856417,0.17909228168189115,0.19937152221701285,0.2023648497540771
Neurons,0.0,0.0,0.0,0.0,0.0022572958001215444,0.002266598540624948,0.004026927970641017,0.003971780760962056,0.002615521954052361,0.0011095343956249455
Phasmid socket,0.016065428461992864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004726323648726763
Sperm,0.018945737700376653,0.010502885976238099,0.0036879541915187707,0.0006739502988844461,0.0003229785843170474,0.0002132182120393556,0.0,0.0010661083227282494,0.00010748607102917365,0.0001126305346284307
Spermatheca,0.03722050316256942,0.057578119086222235,0.05930234518612876,0.05303450870837605,0.04955746524469216,0.05393386723743076,0.06173165313949068,0.06188372859460102,0.058400190902764625,0.06670892574914208
Spermatheca-Uterine junction,0.024693549830144188,0.014680995806487247,0.014577189038276627,0.012711624686689646,0.01798321300138291,0.021523372091353004,0.021446804513410956,0.024581741104636956,0.020147386618530615,0.02584052835074674
Unassigned sheath cells,0.03534424897495383,0.03703852483402551,0.039363626448850504,0.04510412201056943,0.042753449143935175,0.04908166853293513,0.05439087038761538,0.05381829492716612,0.05703480097295455,0.0561451160275346
Uterine-vulval cells,0.05049524413411898,0.0630193708491253,0.05540106633551693,0.05593462873863364,0.06038799218233291,0.06107744552284972,0.06870200862294565,0.0694192220397558,0.07258619753733435,0.09100573559491039
Vulval cell,0.0,0.0031741671921196673,0.015343264976322752,0.02170391643179288,0.03229969615080052,0.017334562264440325,0.027604680110045056,0.03617126738307241,0.028735183173224727,0.02655024075343307
"arcade, marginal and pharyngeal muscle cells",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006026623431904779
hmc,0.01362962634796755,0.024357329511045505,0.022565721053071478,0.01817644813874123,0.01559178950676981,0.018754991403270718,0.015606107049457956,0.015471450831398075,0.01904647263480783,0.0181147653148871
vulval cells and the epidermis,0.0,0.0,0.0017632576761338328,0.0016529561560840256,0.0036135029528554827,0.01017004074752652,0.0,0.0012460197799682294,0.0,0.0
