group,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10
Amphid socket,0.0,0.0,0.0,0.0,9.68792703402544e-07,0.0,0.0001309346511359715,0.0,0.0,0.0
Anal muscle,0.002256112540078972,0.006216308270881831,0.007578748261974045,0.0063357096061010115,0.005959002821102773,0.004006101526479042,0.007159965939757679,0.008887530818846315,0.0016572003397562049,0.0013702744960635005
Coelomocytes,0.0,0.0,1.6238612128426065e-05,1.7983522194102582e-05,0.000978990671429225,0.0013511798041096817,0.0025546173058970034,0.003304998022277481,0.0032771758849931866,0.003184036033436227
Distal tip cell,0.004374547707511661,0.003347576410482928,0.0021212502452194544,0.0004287045615212108,0.0,3.914343290862089e-05,0.0,0.0001273205122033474,0.00030382375348544005,0.00022536614731472074
Epidermis and seam cells ,0.0004204207189496755,0.0,0.000853983556796771,0.004842102225241199,0.008330911726407708,0.012183150699683523,0.008901798232864348,0.010472610354842376,0.03797633368721626,0.03402926360475102
Excretory cell,0.00016873295678214643,0.0002344940413453496,0.0,0.0,1.9137893157430627e-05,2.3862629225124857e-05,8.37661643960574e-06,0.0009855918021196117,0.0017516978346595196,0.0011371893270449049
Germline,0.08427074937611943,0.07615732745666101,0.06878360540451765,0.06963998961040242,0.07828535374570848,0.07843887638530715,0.0782070350957164,0.07084655228014448,0.07962177066548358,0.08239791574455324
Glia,0.03058692093436263,0.030895173314654436,0.03949224567254694,0.048021702775204324,0.05453475573863323,0.061547105320778756,0.04563008324218657,0.0407619341398171,0.03373186891629911,0.03151134598630343
Gonadal,0.022902458228514864,0.021494884218378803,0.024004280858082764,0.02230639324666842,0.024611692679560065,0.016877167889819026,0.01668150983319954,0.014676995219792072,0.01949081682433156,0.01846681184671544
Hypodermal cells,0.005249463681396856,0.010282842833542357,0.002016665796915136,0.0003146225460768559,0.0011003404084457015,0.00042084995173101084,0.0,0.0,0.0,0.00011189794064162534
Intestinal-rectal valve,0.002822676032778304,0.0003232285921663488,0.00018448629652243178,0.0,0.0,9.071531114184231e-05,0.0,0.0,0.0,0.0
Intestine,0.024331826528809244,0.030551705840120038,0.03638064960438211,0.03901269274103213,0.044058309814020126,0.04472227806348178,0.0508505924918075,0.040644569438972246,0.04978305944996524,0.04392242809549838
Marginal cell,0.011847608082540605,0.017798882348614098,0.0215962711665588,0.02807280063591744,0.028848775657192228,0.029520058280189495,0.028394918870108043,0.02497102825410136,0.020858933891612755,0.017160686085747272
Muscle,0.04024352611097004,0.04028737402270982,0.03817284332655634,0.0456056947596275,0.0626552038206205,0.06155437769400812,0.05623720474949991,0.04738409592703102,0.06857845054271246,0.06448169401373104
Neurons,0.4072232941186875,0.42318423182241294,0.4168551705531644,0.3827441327500165,0.3486235470489543,0.32894838067490856,0.3646304596999916,0.3864032664553891,0.37494127902980123,0.379301396226641
Pharyngeal gland,0.0017195872468414074,0.007368346499976758,0.003872284967621911,0.009912017558293787,0.005994631936010856,0.011020870689164583,0.024853754755099936,0.02072476594849521,0.014763743171422294,0.021477250292439888
Phasmid socket,0.0034933569340135514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006204663152832898
Seminal vesicle (male),0.008379013457098454,0.006939520164432348,0.00692739976955393,0.007332121672471573,0.006484677614227073,0.0059182163697745266,0.0063035439152023375,0.005444297448396858,0.005551773480586933,0.004314734833231448
Sperm,0.008652168492378673,0.002309245790011814,0.00039773852346027677,0.0,0.0,6.905040679634765e-05,0.0007579458163761643,0.002771579372666411,0.0017040554130805183,0.0026384269843679952
Spermatheca,0.005078143101530908,0.008818388077341567,0.010918232130525,0.01003350265641639,0.01365203100125166,0.013957873888379055,0.015351591782767645,0.015448872490856667,0.01692206511294692,0.018370400046791507
Spermatheca-Uterine junction,0.0024918253856355656,0.0006023535260204028,0.0007411877418469985,0.00010913786145935235,0.0020234042474824103,0.002151129862482753,0.0011825194839121668,0.0012586383312833023,0.0035085744348923678,0.004181856705256751
Unassigned sheath cells,0.00789986642782987,0.0023428505383426223,0.0038776587717686,0.008845427869530012,0.008073620659897333,0.010491053730211973,0.01353617865146407,0.01150475873385477,0.01261410536503379,0.012542956753558996
Uterine-vulval cells,0.018772484781556378,0.01855789746692993,0.022908355889344967,0.024601388983157366,0.039158947988927,0.036798315583068515,0.03331658568925952,0.028288741483218006,0.04037428106739762,0.03923409536870488
Vulval cell,0.0007885640819695547,0.00403151777764876,0.0044876859090641034,0.005819478257586017,0.010827682502008891,0.005023789076139343,0.006682916660647152,0.010821977002130525,0.006261921895069306,0.00379448105739768
XXX cell,0.009709320793320566,0.007025995573818534,0.004955573946170814,0.005023580830332575,0.0023857048053655817,0.0014398993507224098,0.0038792689627502332,0.009394164583359746,0.008334187014631312,0.008018560378034738
"arcade, marginal and pharyngeal muscle cells",0.0,0.0,0.0,0.0,0.0014573446767622504,0.0010418417731005284,0.00021533332026340809,0.007054345296969809,0.0033184179614965397,0.0012075082028440648
cephalic sheath  and unidentified glial,0.002083564545961559,0.00010227563159055276,0.0006847470266934269,0.0018377730500751816,0.0,0.00010004484333136495,0.00039971496004367646,0.0004637612668184162,0.0,0.0004050151053232285
hmc,0.001503545251841483,0.00244000062109578,0.00562026385624942,0.004534161642977511,0.0063165142563861194,0.00596067309285478,0.006718479086181067,0.005360249361159725,0.006837306182509969,0.007732744274295695
vulval cells and the epidermis,0.01466811116402863,0.013499629018371677,0.018096659714200398,0.019628169788123838,0.02053074758171108,0.033777995397136336,0.026152998959807595,0.029043429607943004,0.0029595820421130753,0.0031457428572339323
