group,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10
Anal muscle,0.0034237724928018937,0.006572862067402651,0.0053942330191725394,0.0053859534182410206,0.00541843797857218,0.006530428158287351,0.007269838694197095,0.00950669313960778,0.004135748958114526,0.003251391396369512
Coelomocytes,0.0,0.0,3.128929395011516e-05,0.0006057018387366453,0.0021612730500476813,0.004039971205550208,0.007359320933807816,0.008034163657431677,0.006895936465493965,0.006017978178028488
Distal tip cell,0.007046370511426057,0.002473506984276381,0.0015191485112451657,0.00012953508658504538,0.0,0.0,0.0,0.0,0.0,0.00032774901731352356
Epidermis and seam cells ,0.0010021453805676395,0.0,0.00030580895115193924,0.00011729413315180284,0.0008855357470737617,0.0010010429341747844,0.0,0.0006145072951072862,0.004105932119962144,0.0024929901317734403
Excretory cell,0.002421184777387295,0.0020954190819458857,4.3540362232883296e-05,0.0009101147258984609,6.181986690119335e-05,0.0006436990957868655,0.0020123727510941445,0.00447718314594747,0.005502215244251028,0.004641497080822154
Excretory gland,0.010691906322379159,0.01051892694378005,0.009530380452149557,0.006581993060961897,0.003931246014731619,0.0019718371578137887,0.0,0.0005258610926217258,0.0016170392846340078,0.0009477111532793014
Germline,0.11928702602428477,0.10456586136227902,0.09888050764544234,0.08810437454282245,0.08951695593019833,0.08622222284666077,0.08244878289200491,0.08571022476480657,0.08789232612178077,0.09919937060248632
Glia,0.02420870095990153,0.032844393292694334,0.03832919039657537,0.04197283719553364,0.04811300791997763,0.04661708169716691,0.03981400267445922,0.04086813878299637,0.034423686434943035,0.029884955143745368
Gonadal,0.040709675767506275,0.048539595254688886,0.053498713851139225,0.053303941615330336,0.04883585991303052,0.0436653075676268,0.048168276456136486,0.040833520430281205,0.04599143080520904,0.04291179454828747
Hypodermal cells,0.005438835015343654,0.00860378395006225,0.0009515253544093567,0.00011441641036696783,0.0,0.0,0.0,0.0,0.0,0.0
Intestinal-rectal valve,0.012104418067192242,0.002297298900419686,0.0016348161216175863,0.0006508356968096393,0.00010532277364775928,0.00040986945255722085,5.3215586304576535e-05,0.00018968184642754934,0.0,0.0
Intestine,0.044711128996855816,0.04600047526877953,0.045162251150836746,0.04771990793365897,0.03949655360212901,0.03719573397809784,0.04354067321352799,0.03822481863107329,0.037429362067328796,0.034338639809781246
Marginal cell,0.015381153025396284,0.014731545610955445,0.020619255626653447,0.023026024178421797,0.02608159423972374,0.02549016207617659,0.02224715767321452,0.02155475042123246,0.018038516181108404,0.017507965821730653
Muscle,0.05927627943750721,0.06828183491305873,0.07444280031329259,0.07880632813679543,0.09731756854828731,0.09525257971293467,0.08775584400312,0.08018814364540373,0.0864634537841165,0.08697222334618135
Neurons,0.29884421426508073,0.3016006894637017,0.3072654840730015,0.30347130231003083,0.29108700914885444,0.29267216613587865,0.29822779040979014,0.3055571528094557,0.3162843058988404,0.3167635203751146
Pharyngeal gland,0.0002851942606989849,0.001852525995519844,0.0006624167528546352,0.001122268065607443,0.0003620069100871538,0.001964633271758794,0.004924397875514241,0.00544078575588194,0.0030885428541618538,0.004679798792750215
Seminal vesicle (male),0.01903292272349473,0.014692069032503875,0.01287573139191574,0.013209044939867506,0.01136634875669317,0.011458152309005076,0.011338034895600126,0.010925620861648253,0.008921054231162621,0.005785052991564666
Sperm,0.0006347869548205251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spermatheca,0.010404882652990338,0.020824048219855222,0.019287967852130505,0.0209281434325328,0.027925424859684425,0.030366419195212224,0.031235238168395484,0.030586606212161777,0.03191069853597286,0.032357268079260273
Spermatheca-Uterine junction,0.006154114023692477,0.0013104513950558494,0.00019531639815427332,0.0005606019231019628,0.00028200628721020913,0.00021009466416912448,2.458857794497764e-05,0.0010694099422300176,0.0010484943309572762,0.0017849323598854365
Unassigned sheath cells,0.000453839133890511,0.0008090578583386624,0.003018385810924387,0.008183976015012463,0.012275165073267468,0.012735390423238907,0.009790282163808225,0.011628913124498343,0.01824175933994434,0.018218282720331998
Uterine-vulval cells,0.02202447923109756,0.033896201485266196,0.0411263909182129,0.04815001716397435,0.06139706379022555,0.060837629487469645,0.06080246252476257,0.05605930758555379,0.056400371912488124,0.05195962042120646
Vulval cell,0.0,0.006856746079469789,0.004803750079282292,0.005745394405763028,0.009477878782331152,0.004602693108897867,0.010794587858381065,0.008876273632682428,0.010959108004661294,0.007348383035325057
XXX cell,0.010404769232446565,0.008242069664962213,0.006877465627798312,0.005519984124739478,0.0024067072314960937,0.0020902108782052333,0.003767406855774838,0.006616066179735133,0.008571475262857854,0.007516735031662836
"arcade, marginal and pharyngeal muscle cells",0.0035887923128458334,0.0015661585973346605,0.0013235679722121236,0.0020094790009708343,0.007672642754042987,0.008814171502623864,0.008531238060748056,0.013575970325640814,0.01146425768574811,0.011298201321424109
hmc,0.0026213863918204696,0.005961697659954978,0.00786843196665481,0.008772237589103319,0.01087377134205371,0.01270078031331045,0.010022906298165329,0.008449185580703688,0.013937613256091991,0.013292603304200467
vulval cells and the epidermis,0.00646974421948485,0.008312985467110956,0.00672186369880804,0.00646831209462273,0.00790277685142038,0.01006849223489298,0.003672066547303794,0.008377940125443715,0.0,0.0
