group,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10
Anal muscle,0.005271066153153084,0.006860777118473849,0.008122424269398578,0.006842822736780094,0.0048510361865529775,0.008586665625651422,0.00942492054132067,0.012176739395679268,0.00566793580450642,0.005366876829781283
Coelomocytes,1.974374750676175e-06,0.0,0.00012023722578846278,0.0012410261273665527,0.003045956678655931,0.005298066080716892,0.009467999407658276,0.011954618066974013,0.01029745858501927,0.009738796497587476
Distal tip cell,0.009275020910281167,0.002943126921608204,0.0012214476702241614,0.00029214921309012016,0.0,0.0,0.0,0.0,0.00017376320517640032,0.00011513564405643746
Epidermis and seam cells ,0.008835790021250567,0.0006964529444897233,0.00036817308424702403,0.0,0.0,0.0,0.0,0.0,0.0,0.0001294331346422032
Excretory cell,0.0020139385659738306,0.0016319839313866222,0.0,0.0007025789797155544,7.632248452290768e-05,0.0007476907718429928,0.0027195344965790865,0.00445856989298495,0.007885917023080185,0.005857806516404456
Excretory gland,0.015237996816052146,0.014588220990993904,0.012424146886325944,0.0092582265402567,0.005690852328527171,0.0029587308060346437,0.0,0.000617585410655857,0.002061877167806479,0.0012358791395107448
Germline,0.16608839869203013,0.1414268604529301,0.1301069904461681,0.11341821121252442,0.11276623870945322,0.10840240976554538,0.10565024295563848,0.11102821330696543,0.11454699688605681,0.12901686843488364
Glia,0.029128350023175667,0.040778769732123646,0.04653061739383493,0.05674825336729023,0.07025129735867804,0.06860432901800918,0.06300649635626461,0.05440056998526895,0.05465186698671151,0.04829374618549783
Gonadal,0.05627884447172456,0.06653329794661521,0.06873056869038459,0.067255998940342,0.062248962607450053,0.05477016038091659,0.060549816117234236,0.05365987971707591,0.054773526913930344,0.052138805368611464
Hypodermal cells,0.006775801178939319,0.012061261598570683,0.0012662760315726356,0.00015313910507607235,0.0,0.0,0.0,0.0,0.0,0.0
Intestinal-rectal valve,0.018577356086447498,0.006368771774832093,0.006299639362311316,0.003249100031506471,0.0005603682107959607,0.00044893324473791585,0.0,0.00017273745415069446,0.0,0.0
Intestine,0.06316905513107865,0.0634057286588115,0.060282139984883416,0.057916960076573036,0.04628412477759308,0.04549747714741729,0.05285966200461077,0.049947221245438884,0.047605519803701285,0.04445167345309025
Marginal cell,0.02273775129807358,0.023426375844675194,0.030479415371454707,0.03321065777889614,0.03637828697138582,0.036708547152872445,0.033360431346219695,0.03159272665930769,0.02600398860066729,0.025580206042621963
Muscle,0.08941856572733292,0.10152612236844478,0.11156781655862108,0.11931629802827685,0.13280158390199867,0.12649900553335716,0.1172673108355085,0.10952751134358273,0.11960290570620104,0.1187790967949297
Neurons,0.25623809892368815,0.25634550323735894,0.25598168900408413,0.24751140836835364,0.22695889960593316,0.2414725038568658,0.24405399503792755,0.2629033379925935,0.23451971008227757,0.2407831004093426
Pharyngeal gland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017321316673146484
Spermatheca,0.01420979723483898,0.028159900981900552,0.024960784078034207,0.02724990001928694,0.035579189346157704,0.03839372312548086,0.03928749271043129,0.040136152445473916,0.041148275008055395,0.04153431481982881
Spermatheca-Uterine junction,0.00849902952193256,0.0024724199772376177,0.004741974649563872,0.005151751190049598,0.008566484068638898,0.007443017898737123,0.008607899029514816,0.0073951084635558795,0.007420766890077912,0.0060840406424562486
Unassigned sheath cells,0.0005106462598625801,0.0005003147919838374,0.0034009126376506366,0.010145375083694624,0.015648188483273203,0.015161614895065699,0.012703178482871075,0.014689581357378917,0.027452369239802637,0.02806664372079119
Uterine-vulval cells,0.0309313849946667,0.045998688982518965,0.056289601555948886,0.06446545100532741,0.0760263555101121,0.07479608978922375,0.07498323467605801,0.0704404458258324,0.0731695301619381,0.0683614812733831
Vulval cell,0.0,0.00884930729151869,0.005175922641906549,0.0055889727017338145,0.012560306279590963,0.006395051377083479,0.01717148538355678,0.014739365355927816,0.016887273403193962,0.012694687649258327
XXX cell,0.014788729788203248,0.012654784377012793,0.011136929469914372,0.012454685700315873,0.005336942516924715,0.0035051432684079687,0.007384397047124185,0.013350595057544106,0.011534435869797044,0.01248742801312391
"arcade, marginal and pharyngeal muscle cells",1.1926428888951573e-05,0.0,0.0,0.0018267613810892828,0.007667535190178806,0.007685364235101281,0.0083477968296778,0.00958127735150699,0.008879814881633228,0.008326011776651075
hmc,0.002374453903098626,0.006691741343511435,0.009138828308175946,0.010576843451537537,0.013530135532077922,0.015327397260969973,0.012259162135415926,0.009850858636724127,0.01773035949660526,0.015319728500536815
vulval cells and the epidermis,0.006741992973096743,0.0097695263289622,0.009521747984693466,0.008597428310270055,0.009269008270306361,0.01320589462212314,0.004921527094784606,0.010290245632156404,0.0,0.0
