,Body wall muscle anterior,Body wall muscle posterior,Coelomocytes,Distal tip,Glia_3,Hypodermis tail,Intestinal-rectal valve,Intestine anterior,Intestine posterior,Seam cells (grd+),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck proximal,Spermatheca-Uterine junction,Syncitial pachytene spermatocytes,Unassigned sex-specific muscle,Unassigned uterine cells,Uterine muscle,Uterine toroid,Uterine-vulval cells,Vulval cells,pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh3_sh4 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle)
LFQ intensity D10_5,0.036611329037376246,0.0,0.039769651728864056,0.0037267904879879164,0.0,0.0,0.016855231679759587,0.0,0.21032053046475524,0.0,0.0,0.08403501890558072,0.0,0.03826902505909828,0.08110431164270078,0.0,0.05200018593450452,0.0,0.059515776217297645,0.0,0.055989744005346766,0.0,0.06015408073712596,0.024003490828307963,0.05671211272720276,0.13265406907744592,0.048278651466645534
LFQ intensity D10_6,0.06592707341721782,0.0,0.0,0.004017976062113388,0.0,0.0,0.05006203865610364,0.0,0.12630036899964686,0.0,0.0,0.1065794321737043,0.0,0.06944278589675991,0.08214502006804683,0.0,0.03595576833314932,0.0,0.07863237017365751,0.0,0.04564260194114323,0.0,0.086353077017935,0.0486622035749762,0.04958880797825589,0.1023957098292223,0.048294765878067934
LFQ intensity D10_7,0.03689597732184174,0.0,0.025565021089223858,0.0,0.0,0.0,0.050871644167701215,0.0,0.1988317171212062,0.0,0.0,0.11220679187595009,0.0,0.04014426794082804,0.047258250114367975,0.0,0.06951867305414938,0.0,0.07100428388280207,0.0,0.029097674057652623,0.0,0.06764829988160484,0.017323888962712048,0.05469432359766183,0.14312763409226265,0.03581155284003539
LFQ intensity D10_8,0.03806519871363105,0.0,0.032800919929613044,0.01952680352478743,0.0,0.0,0.02363565135118622,0.0,0.1939664320863672,0.0,0.005283378764550445,0.09355015196544747,0.0,0.027890968388837447,0.0689175151088567,0.0,0.03934080184943714,0.0,0.079170777578657,0.0,0.05893310002918856,0.0,0.06595607221240163,0.018110673733554915,0.06500289730437463,0.1422353730061161,0.027613284452993037
LFQ intensity D10_9,0.021480479600220707,0.0,0.0364956974526469,0.0,0.0,0.0,0.0,0.0,0.22677580330957045,0.0,0.0,0.10198513354189348,0.0,0.04178558760624744,0.07636590436623125,0.0,0.03744656582692143,0.0,0.076603720410353,0.0,0.060526683152666294,0.0,0.05708701714535945,0.009662990484455866,0.0645871762097747,0.13913167832599027,0.05006556256766886
LFQ intensity D2_1,0.040403527063660225,0.015518008663696263,0.0,0.03490877523264428,0.0,0.0,0.09894830273854224,0.0,0.20136035458780013,0.04640971280831508,0.017563870993598574,0.06923082277000268,0.0,0.013965323111281467,0.041054998496624306,0.0,0.023391423675617452,0.038588187846818695,0.078159330799309,0.0,0.0,0.0,0.12022200349453581,0.0,0.0631632979555124,0.07793553973898702,0.019176520023054273
LFQ intensity D2_2,0.02285378484042164,0.028998062320021657,0.0,0.02886144648382392,0.0,0.0,0.04977302516997725,0.005651635669973959,0.17232549903962754,0.047842855123445126,0.015195817999284569,0.07688725457852721,0.0,0.01803383437762513,0.05177806710381112,0.0,0.04500216762437362,0.03734408888080134,0.04710259120261698,0.0,0.020327954643014103,0.0,0.08908991121913296,0.019364238686685433,0.07530528586171546,0.09546422727971296,0.05279825189540815
LFQ intensity D2_3,0.004971170486183189,0.0,0.013088997957089989,0.01667487160694939,0.0,0.00509142966084935,0.04619009783540398,0.01653387667121997,0.1556154862170352,0.07378596118411225,0.018246884728151704,0.06967481438708559,0.0,0.016899522620976853,0.06217259648657439,0.0,0.03483435900509126,0.059188221896261176,0.05685301372176129,0.0,0.0,0.0,0.12911316378816576,0.0,0.06317744831856209,0.09979042695236005,0.05809765647616653
LFQ intensity D2_4,0.04463882466314754,0.0,0.0,0.038593310211838136,0.0,0.05106396511534311,0.02926900631830464,0.029105272249616565,0.13352009404048473,0.06709240418258428,0.0,0.14108081065803013,0.0,0.05220019531524184,0.039781077216863046,0.0,0.043151616069216164,0.024534952554859525,0.03008907290703713,0.0,0.0024954864385396645,0.0,0.08557104380170252,0.00581469243622343,0.06316081561281169,0.08662764827442168,0.03220971193373422
LFQ intensity D2_5,0.03978455418471484,0.04564011581976361,0.0,0.024718609615059204,0.0,0.03823273889802021,0.05822499228811023,0.0,0.17532225746882268,0.031231227735649274,0.0,0.06555364582779803,0.0,0.043671538376355686,0.04217643477476769,0.0,0.03319172521311332,0.03109391858807301,0.043719196251342296,0.0,0.02725170153007607,0.0,0.130972633685022,0.0,0.06561827497138094,0.08038986529116292,0.02320656948076819
LFQ intensity D2_6,0.02434589310530003,0.03558130815384158,0.0,0.01903641073823152,0.0,0.0,0.06305917344860426,0.0,0.17125154803943718,0.07595915216666789,0.0030313492326702186,0.060633100614488546,0.0,0.03827148087102682,0.051098296393300525,0.0,0.021386308267795043,0.03144185339241567,0.08039536658807209,0.0,0.0,0.0,0.10396739137594142,0.0,0.07436109087437164,0.10039281726387658,0.045787459473959
LFQ intensity D2_7,0.05516095699351802,0.03120998465451202,0.0,0.02437752079816994,0.0,0.0,0.04543387812427139,0.010074797407929496,0.17143619435135043,0.05310078846032777,0.008857131197326043,0.06456559672825266,0.0,0.021792203955063344,0.04387998732757767,0.0,0.01992071967146491,0.04192688837319988,0.09068843610709079,0.0,0.002082479096402028,0.0,0.1348856156690688,0.0004898442256319434,0.05843296881961749,0.1001476276712786,0.021536380367946795
LFQ intensity D2_8,0.0678414532591508,0.02103251025309476,0.0,0.05663894627258191,0.0,0.03619311564624114,0.0522091620794927,0.0,0.1623827118097837,0.056762823587165376,0.00741526871524365,0.06596326038153207,0.0,0.02294526769029204,0.03293523801129213,0.0,0.015379449702661465,0.03315899420831001,0.08462973353535186,0.0,0.0,0.0,0.12763776357655912,0.0,0.06950137804512783,0.07740895449268179,0.009963968733437589
LFQ intensity D2_9,0.04537308435730571,0.0,0.0,0.04254620973170736,0.0,0.039906050100502875,0.06164214300747027,0.0,0.17133613667550068,0.0810178715787163,0.01853184914059283,0.0710680174834809,0.0,0.019205408799553916,0.04117221459474265,0.0,0.025366820676199525,0.022553599553697564,0.0853779384276029,0.0,0.0,0.0,0.08891025251584976,0.0,0.07644679484794785,0.08185491074029642,0.027690697768832456
LFQ intensity D3_1,0.03616099490252712,0.0,0.005487551221174675,0.041225748174182245,0.0,0.0,0.0922512807938478,0.0,0.21240212319441962,0.05007885401991732,0.018223151167460462,0.06422042374873255,0.0,0.016747334539076338,0.03572295074067101,0.0,0.019421951597666336,0.031673173981730036,0.05875008079704629,0.0,0.006360461003230556,0.0,0.07880382248512663,0.016948903059197933,0.07189210025838946,0.0893735141529842,0.054255580162619346
LFQ intensity D3_10,0.07259734430471916,0.029492289084014373,0.0,0.044356313807458116,0.0,0.0,0.06026763031837345,0.0,0.18003722658880167,0.0,0.005178889972517311,0.057642081815431574,0.0,0.03465055477235164,0.03467712628793332,0.0,0.03128808180191639,0.04401642391105297,0.05086333272460994,0.0,0.04760451334473137,0.0,0.1264948627792229,0.00411525515905731,0.07079274954743041,0.0806775320985852,0.025247791681793006
LFQ intensity D3_11,0.048958123306501615,0.036217529528877725,0.005172838240770685,0.039882741377726655,0.0,0.0,0.05010874591448812,0.0,0.18390977034702766,0.0,0.0,0.06350597620271561,0.0,0.016623026327465786,0.03229916586875311,0.0,0.01806120258959193,0.04243392591885292,0.07626406485956204,0.0,0.044736600449025415,0.0,0.12015555705761134,0.010794077031820204,0.06302445435063596,0.09489004814057578,0.05296215248799744
LFQ intensity D3_2,0.0,0.0,0.0,0.04934636149824486,0.0,0.0,0.03519751824743649,0.035703731889787454,0.20337208659705802,0.00039888277904914245,0.01484394090478577,0.09644894273814446,0.0,0.0449825271004627,0.029717176532249766,0.0,0.013852484144494052,0.011423116452092862,0.08365585629958139,0.0,0.0,0.0,0.11080316960908707,0.027354589760203985,0.09668186669845119,0.13298359119074452,0.013234157558126115
LFQ intensity D3_3,0.04465912798993987,0.0,0.00813449947292513,0.04293302323003414,0.0,0.0,0.03788456841486113,0.01628379871091784,0.18530275925634007,0.025096335293964815,0.01889200054519257,0.060948618055036395,0.0,0.02153260852077641,0.031044466647041826,0.0,0.017923709609805813,0.04345660272872275,0.08221044040777477,0.0,0.024958113344646024,0.0,0.10960892274575584,0.017192996402444375,0.07199920881095137,0.09195872387345379,0.04797947593941511
LFQ intensity D3_4,0.03967728252554513,0.024015584518430482,0.010302933171578568,0.02987130437809894,0.0,0.0,0.044790304399357245,0.0,0.19017588537642266,0.0,0.012917689568297632,0.0722392651522221,0.0,0.02194880619692592,0.03862001675207557,0.0,0.031006098314834946,0.06627275541022393,0.07937721091687236,0.0,0.004052751926772333,0.0,0.1241555341674354,0.0,0.06561150245184674,0.0811522037894847,0.06381287098357556
LFQ intensity D3_5,0.024694575771737816,0.026662972327806702,0.014255316133059824,0.01087114983929374,0.0,0.0005011634895150484,0.040408149821489166,0.0012852426113419046,0.17246398144444858,0.011689099838715836,0.0,0.1372153356031036,0.0,0.01700682099707474,0.033535775480964244,0.0,0.038155097348470175,0.06595062739884681,0.06096735107216208,0.0,0.01989930514980005,0.0,0.11045501838901664,0.011101518318818395,0.07461259689330345,0.07294078474901988,0.05532811732201145
LFQ intensity D3_6,0.006204116210299525,0.019243064450829687,0.00893309075630517,0.021557148066899835,0.0,0.0,0.09889586331840917,0.0,0.20863255088122448,0.03137196889161792,0.01786983018160014,0.06977094643405146,0.0,0.032162891502018245,0.03705858721177699,0.0,0.010190071272827417,0.028255603931542934,0.062211446566915865,0.0,0.0,0.0,0.10191086468584204,0.02547309548288113,0.07801276871567463,0.09447999667460494,0.0477660947646785
LFQ intensity D3_7,0.011358394213098557,0.03905677052825839,0.005740895650891702,0.034116570846819204,0.0,0.027165159785125022,0.039017823600319156,0.010833324189810523,0.17492009742912695,0.0,0.027959671656417384,0.06757563441574166,0.0,0.009066320072606989,0.02951936940848592,0.0,0.020645040319258335,0.08406109400413576,0.08301169656717787,0.0,0.022339183212815018,0.0,0.11075648531172641,0.013700888367882262,0.05881397718832583,0.07490874378742793,0.05543285944454921
LFQ intensity D3_8,0.06374386645866137,0.03363351180102705,0.009804343029334785,0.04487310936790865,0.0,0.002639189798046097,0.048850579436483375,0.005179843514739358,0.1952201756753901,0.0269773198991879,0.002517107967694725,0.06851933705517996,0.0,0.010260628926784417,0.0038883565786405156,0.0,0.016723354231353394,0.04022567610275583,0.060312033222383696,0.0,0.02130862291193962,0.0,0.11067355630285942,0.011322293966234168,0.08057974726801112,0.09832331922490911,0.04442402726047529
LFQ intensity D3_9,0.03750258789189514,0.037670170611776445,0.0007619375421219725,0.03644814115818452,0.0,0.0,0.05026066557641546,0.0,0.18386640542016305,0.030015683767300006,0.01934680339078147,0.046625756692622616,0.0,0.027079622788816305,0.03275642579677669,0.0,0.000545265159367125,0.058591080562427685,0.06937576718320797,0.0,0.011954900294512202,0.0,0.12394846966372047,0.018638755272352384,0.0756196966425279,0.07754854623362892,0.061443318351401696
LFQ intensity D4_1,0.0445653255540148,0.022403270561808748,0.0,0.02115709090001263,0.0,0.0,0.0860161383828949,0.0,0.20412396754663728,0.012767481883033447,0.006635320532781599,0.06154253805074436,0.0,0.041874548048602314,0.028961712527130156,0.0,0.010247171796922869,0.03123607186344409,0.07395127489526099,0.0,0.03638414978512627,0.0,0.07726722133498189,0.03781037311132317,0.06593872407819533,0.0971156444649148,0.04000197468217053
LFQ intensity D4_10,0.010015120350298322,0.030269674137100164,0.031219386996872576,0.0,0.0,0.0,0.04063728483012064,0.026138329472200354,0.19730033146785533,0.0,0.01186890146307977,0.05161021368261147,0.0013319436651738927,0.00809065308248308,0.031448177622053056,0.0,0.013740658151115208,0.05096460710425586,0.07072450617774216,0.0,0.03979018607140779,0.0,0.07836452565640624,0.030551722913321807,0.0767304701455456,0.10706390563362989,0.09213940137672674
LFQ intensity D4_11,0.02092676748372072,0.016441015807059332,0.02445116592325413,0.0,0.0,0.0,0.04345692230105439,0.02090313400771939,0.20699800723310552,0.001944529584526128,0.02517933286527472,0.07129364941018358,0.0,0.0362858014503945,0.033407553105816785,0.0,0.01467391999241258,0.030294322974537047,0.0722304025423196,0.0,0.0,0.0,0.08050364160865899,0.038238702488126115,0.08181928085235228,0.11617078151080233,0.06478106885868183
LFQ intensity D4_12,0.0,0.06297908097259174,0.016215365727399587,0.024232000410959482,0.0,0.024242013922797588,0.04044447625414668,0.016786295642270185,0.19076914944424245,0.020075337312464418,0.013061262430512166,0.05981595852054387,0.0,0.02045474647347195,0.04663903810934923,0.0,0.020564920240707496,0.03096513646191394,0.07799735168970474,0.0,0.0,0.0,0.06469191690551207,0.0190513402481374,0.07113155355295087,0.10305247929631955,0.07683057638400465
LFQ intensity D4_2,0.04376622883057733,0.0346598519121094,0.009521738655858179,0.04376885209286353,0.0,0.0,0.057045919863080795,0.0,0.20067002866614825,0.025681966586421596,0.010669881655540997,0.05091991276643668,0.0,0.019100541270806,0.02220759649127491,0.0,0.009602107193585334,0.05079552247307106,0.06908936201871943,0.0,0.0,0.0,0.10719896268769209,0.01792544549853561,0.060672553633939384,0.10168297028412786,0.06502055741921167
LFQ intensity D4_3,0.03262867038833506,0.023424645187899374,0.0,0.030593677418239994,0.0,0.0,0.036191131052747474,0.02280437062411349,0.18218994827405724,0.0,0.009863502280927935,0.05732582419855807,0.0,0.027431591580330445,0.024941510624509625,0.0,0.01768176623863784,0.04962119736473971,0.08200843450488661,0.0,0.06297639526485486,0.0,0.1019863391782176,0.030404742808468152,0.06698977745571853,0.09673698512073359,0.04419949043402431
LFQ intensity D4_4,0.052838895161851716,0.03135750194211738,0.008959765395044653,0.04531426507322338,0.0,0.0,0.051955473233472625,0.002187532172061225,0.18950670283729545,0.0038445401747778662,0.0027838199855434852,0.061850357142148,0.0,0.017662223717511423,0.030457662452769575,0.0,0.01587940673607245,0.05265470317853644,0.0845340182776378,0.0,0.0,0.0,0.11545866699482316,0.01678858309547533,0.07713844488217751,0.09205337085412574,0.04677406669333504
LFQ intensity D4_5,0.01129715584553182,0.02759382171458301,0.026010982094448264,0.024593001182856233,0.0,0.013248240430384533,0.03791245186263804,0.016818147850024667,0.17754550795582605,0.004080185739054571,0.018848306794107712,0.06606522731944908,0.0,0.029461167828062684,0.027831215185593967,0.0,0.02146065211380075,0.06354732832701168,0.07163627588936737,0.0,0.022162634718943877,0.0,0.10389519427688405,0.02205391380018461,0.06406615729746507,0.08675511656740444,0.06311731520637752
LFQ intensity D4_6,0.02243409142630882,0.021406758764152954,0.002422172751400377,0.011708846536482222,0.0,0.0,0.06378632694622056,0.0,0.20314752044561782,0.0,0.026910463339572515,0.06578021645222513,0.0,0.01220579338800056,0.02959500512915043,0.0,0.025091131730285817,0.04909310690843014,0.0672297189760329,0.0,0.058877266622981,0.0,0.09979120064608667,0.029006595753100082,0.0631798831913111,0.10360281874118053,0.0447310822514604
LFQ intensity D4_7,0.06850985948215839,0.029680046768445056,0.0,0.04296428798500416,0.0,0.0,0.039154455078329764,0.02406343232718847,0.1823767233002035,0.0012129682905719409,0.025562919508964485,0.07082170512701863,0.0,0.019508920839201187,0.038998657591972526,0.0,0.02655313166211487,0.025264712762891123,0.0651235473593257,0.0,0.012027603284977973,0.0,0.0866408358859434,0.03860880030087144,0.07208642003310231,0.11048439093856739,0.020356581473147856
LFQ intensity D4_8,0.022077941301125864,0.0,0.027060987375405757,0.006090190037614105,0.0,0.0,0.09958869459830363,0.0,0.22719676929253615,0.0,0.0,0.07435292920759567,0.0,0.001374164365873843,0.008550330733932169,0.0,0.02647135973117893,0.06738239730966825,0.08250296280690894,0.0,0.0,0.0,0.1193050056633505,0.009630622124831189,0.0679107496288698,0.08670651425087357,0.07379838157193169
LFQ intensity D4_9,0.02416061861550954,0.024799001232631294,0.01118904747922944,0.025523849296655576,0.0,0.0,0.0899118480106312,0.0,0.22051225518905024,0.0,0.015074680216525452,0.06107357504332247,0.0,0.024915394427134176,0.017413727490480434,0.0,0.028200104134301976,0.04137299970928782,0.045978353612616006,0.0,0.04984937619584053,0.0,0.0733345383120514,0.036913419430870086,0.07040078116283659,0.09249732309134218,0.04687910734968375
LFQ intensity D5_1,0.017389475966937015,0.03773888249856563,0.019701448953822715,0.009663842635099923,0.0,0.022476097722392244,0.029453685073381076,0.024853880400712305,0.17591595906887533,0.0,0.0,0.08011436231027443,0.0,0.028744987147024947,0.019510540983365198,0.0,0.030096896995628317,0.047972001830253755,0.08184054585412062,0.0,0.06548845490671763,0.0,0.055275999333617216,0.024392797403580125,0.05855728755971252,0.09844650941252706,0.07236634394339202
LFQ intensity D5_10,0.039482573105173155,0.03563023522689973,0.017626920851823203,0.023443929114715604,0.0,0.02168287126995676,0.07157181049897662,0.0,0.21634031098128673,0.0,0.0,0.07803450923048896,0.0,0.02526394299516596,0.025791769581579315,0.0,0.02992624495826435,0.01101527497262009,0.08008634070242883,0.0,0.03727376747445671,0.0,0.06771899835573304,0.0258416725513783,0.08253781639691198,0.0961268598087009,0.014604151923439874
LFQ intensity D5_11,0.03818779452679934,0.0016296597930317467,0.006815580686171134,0.027409961424395633,0.0,0.0,0.07996313699277252,0.0,0.21530983248623603,0.0,0.0,0.07511676776517041,0.0,0.027856794640749007,0.018021178158552836,0.0,0.006873502783691902,0.032705659438018314,0.07767561806479187,0.0,0.07725587694019627,0.0,0.07644850617627862,0.019209143264487392,0.06878224056410023,0.09769319256303041,0.053045553731526224
LFQ intensity D5_12,0.02904197713114331,0.04917846433832725,0.014526405915318646,0.01679909503274992,0.0,0.0,0.05009137023291019,0.007793423014377066,0.21727166297934558,0.012132173041160384,0.0,0.09345429000970147,0.0,0.02994321351795625,0.006508475416595761,0.0,0.022181279743208663,0.010021423974151211,0.09461953447669828,0.0,0.0,0.0,0.06969013643422026,0.02624034389210406,0.09287419001627624,0.11795440184593695,0.03967813898781849
LFQ intensity D5_2,0.026188128146450676,0.018597722854652634,0.018584300885862604,0.03211430450102292,0.0,0.021617220759067562,0.036176023343221966,0.020964112058266218,0.1868148120651727,0.0,0.0,0.08061987816524686,0.0,0.033890471949317186,0.021109325111154258,0.0,0.025287127987713754,0.026114020728209918,0.07232120002091244,0.0,0.06746164619303799,0.0,0.0761974100373408,0.0,0.08153900423212622,0.09434600149244683,0.06005728946877638
LFQ intensity D5_3,0.020992628733984726,0.03726303917733292,0.01360722590323191,0.0,0.0,0.03161261897915242,0.03850324276030445,0.01641572921052762,0.18792923687837484,0.0,0.0,0.07087705339640077,0.0,0.03427654275510358,0.01035352259710893,0.0,0.021107709205402773,0.042179141285157595,0.0733622039628808,0.0,0.07424013308543306,0.0,0.0626353988512555,0.02571179459651155,0.06436803804098752,0.09842472441072016,0.0761400161701288
LFQ intensity D5_4,0.04034500590755388,0.032922039469125565,0.012087525758248707,0.023347085905570227,0.0,0.031813451568654144,0.03185298027023837,0.02354741470827088,0.17018781349595064,0.0,0.0,0.0726333056286046,0.0,0.030670153962035398,0.04759238957925364,0.008707503006973514,0.02617987437037,0.0,0.08438596701349095,0.0,0.07740722628232427,0.0,0.0649686103086112,0.029782127794729996,0.07513324219864817,0.1062912051010792,0.01014507767026665
LFQ intensity D5_5,0.05342032454928952,0.05085051710202033,0.015353807265826296,0.019639437392938556,0.0,0.021531846565803904,0.0392033076520816,0.014791324828613511,0.17426397887888623,0.0,0.0,0.08310058997646616,0.0,0.023690012758199323,0.01444102249181572,0.0,0.017186497348436643,0.029659714935020856,0.07898445150627968,0.0,0.06731357644616973,0.0,0.07155722070941191,0.036640424866122207,0.06644426977733023,0.10814015632215028,0.013787518627137372
LFQ intensity D5_6,0.01859906521534415,0.061080123408635056,0.013320056079425014,0.013109486933076567,0.0,0.014410985987184613,0.0423621128377919,0.011241174865764437,0.18125566987723118,0.00810500214778876,0.0,0.08559577362867636,0.0,0.030338651969459632,0.05154001968674483,0.0,0.025535209580643006,0.04776773709354178,0.09031446611632622,0.0,0.0,0.0,0.06800802580432107,0.027606366331839296,0.07598288426433093,0.09911903768780084,0.034708150484074315
LFQ intensity D5_7,0.027909815957323034,0.03937603204832571,0.012890283843361508,0.0335690359504154,0.0,0.04017245296205494,0.0336123484169466,0.026412665433141847,0.18961872271792785,0.015915868793183668,0.0,0.0746999788773593,0.0,0.028805463636008794,0.013735078035963754,0.0,0.028658848487063612,0.027174611266333103,0.08264708010925435,0.0,0.0,0.0,0.07643957133563728,0.008482855008901488,0.06893314998359004,0.10138478341495717,0.06956135372225042
