group,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10
Amphid socket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010049535793760645,0.0,0.0
Anal muscle,0.0009567768254900397,0.0011777197312898315,0.0023258961273623755,0.0036521012150085934,0.006103167241220429,0.003985562067174354,0.0037921919862638855,0.007716361055070756,0.0004746914300256973,0.0003382020608127159
Coelomocytes,0.0,0.0,0.0,5.000839619164273e-05,0.0004634241951390697,0.0008600651638900445,0.002773517187144459,0.0022787361661418272,0.0014028221551717112,0.002166847736162389
Distal tip cell,0.009887197037545283,0.005389339858844174,0.003830109124892896,0.002035795157064282,0.0023294192754847697,0.001279948592123013,0.0009870232545056742,0.002835054386175221,0.0009692822053744606,0.002704769759570312
Epidermis and seam cells ,0.0,0.0,0.00045732193219460987,0.0,0.00413228703299972,0.005635316203093949,0.0009024385107606886,0.0013089106485972472,0.02149534025370591,0.016332152484815544
Excretory cell,0.000672386167549572,0.0009690134101329554,0.00016294993509338406,0.0016408820736644929,0.0012458138874853178,0.0010277274383479966,0.002820531947548382,0.003192117355344942,0.0030261608777948958,0.002917897870134159
Excretory gland,2.6203875757539783e-05,0.00011131685256451874,8.719742593410327e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germline,0.009720044965034765,0.010694251312349832,0.012863304489183542,0.010067458991142404,0.012439865193536204,0.008572784180897906,0.0086457038845149,0.01135736774143,0.010707272703226923,0.00906605014057357
Glia,0.028571042303882764,0.04794497626780039,0.047718149678913725,0.0623294113182595,0.07148503280381363,0.071389910443166,0.056050973625812316,0.05532311931948577,0.06186616096871712,0.057843006247806625
Gonadal,0.025380285197944077,0.026273033078738548,0.028693906659783785,0.02282412780488444,0.024361690907906148,0.020802257475980582,0.02022972766007678,0.01455155753188901,0.020594375479906515,0.021129636902657487
Hypodermal cells,0.009401582252177142,0.019227688312089382,0.006970022344020683,0.0023776593044835662,0.0010900018374918729,0.0005986499418846121,0.000370936757270906,0.0,0.0,0.00010971366747814976
Intestinal-rectal valve,0.006218794315260148,0.00040049025097792034,3.090151943019434e-06,0.0,0.00011821165757550292,0.00036458231125066826,0.0,0.0,0.0,0.0
Intestine,0.038337674091761045,0.04450744262083757,0.05906882212853695,0.06548628298602502,0.06911601932952431,0.06722921211818196,0.07264617918769865,0.0636363361154286,0.06947782092715417,0.06737980817598466
Marginal cell,0.005710636029692535,0.008568144646713854,0.015202330366568362,0.019858811619214458,0.028707255279296167,0.02587308454043784,0.022871014271121405,0.022126410731167827,0.020276849463767822,0.016284034552867106
Muscle,0.058695330669744104,0.05904513019102856,0.06086508864046289,0.0627609768748872,0.07921332329241397,0.08098820785860504,0.07196123960148625,0.06659923016766685,0.08350347581157049,0.08733055636342756
Neurons,0.41573398339779666,0.41685394745574494,0.4033063672654001,0.3527047534387781,0.31164919349990855,0.2940138311944257,0.29354798399443904,0.3139619744442697,0.29903217542796234,0.2858223914690653
Pharyngeal gland,0.0029763228421601697,0.012596360442500414,0.00756924787082521,0.018128413961681817,0.010593975598345547,0.020243659119379268,0.044671628178107624,0.03976038802335211,0.026197068498230475,0.038304718350988254
Phasmid socket,0.004358352699928623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010117254205844054
Seminal vesicle (male),0.012362120175465164,0.010265553266254357,0.009470461661628996,0.010321502516985688,0.00966317676281032,0.009618528696562545,0.008518969071380712,0.008040442164248564,0.007702349493293271,0.006459201894574167
Sperm,0.013054338013117173,0.006833349722820499,0.0013301686499064243,0.0001971378529665817,6.15868109531319e-05,0.000306393304397507,0.000605772717743319,0.004325614412959121,0.0025285190022779043,0.0035305666669927446
Spermatheca,0.006847284654267095,0.013668832684801197,0.015841300333403717,0.014699561981224999,0.020131838421406967,0.020646991746473463,0.02412568555643215,0.02386196759231523,0.023709793249539386,0.02743052104739705
Spermatheca-Uterine junction,0.008873965194209682,0.009712232305387683,0.005435319049945404,0.0050501411897728695,0.005519199232203246,0.006540524689587045,0.005764880431891805,0.007878011857079687,0.008093841890045023,0.007587863825975852
Unassigned sheath cells,0.004347438832372563,0.0005384061719852225,0.0020805645664283405,0.005089238171690782,0.003987457457632986,0.005776749240956252,0.011868676216522815,0.012945898460234206,0.014810653283466453,0.016104659514697535
Uterine-vulval cells,0.023605529803807437,0.02257416031706894,0.027874543872407443,0.03044149316186341,0.03789713091009207,0.03891276238859698,0.036442477144216945,0.03456239714684046,0.042519172611408335,0.0455317763286918
Vulval cell,0.0006898692448759846,0.0029879413174758295,0.0038649431940957642,0.004438733316423895,0.011210903976565864,0.005504499644551869,0.012763754606578437,0.013135703888237654,0.01289075757710526,0.010351753088401222
"arcade, marginal and pharyngeal muscle cells",0.0003116475091828924,0.0,0.0,0.0010210155325613092,0.014867620619789995,0.01458195740343299,0.017304129930359943,0.026077583491212024,0.022342427717703787,0.015337898419196977
cephalic sheath  and unidentified glial,0.01077711884268935,0.007878377606827792,0.008997095405762257,0.011437612337039807,0.0058472424422813425,0.007126746289871256,0.008520149918886655,0.0065056236602459615,0.011044709635164933,0.007412190064737423
hmc,0.001922278103743868,0.005177501043012339,0.008177039676418816,0.009209924497827487,0.012532633570779494,0.01287939794154886,0.011840709384441261,0.014573845476515955,0.015061886734406206,0.012666312871366613
vulval cells and the epidermis,0.0009485279531891877,0.0024463609151439197,0.009044977599585367,0.010843871216783728,0.006945826242399557,0.017709543846434393,0.003332518052830055,0.014366299169444683,0.0,0.0
