group,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10
Amphid socket,0.0,0.0,0.0,0.0,0.0,0.0,0.00022044405113672713,6.489324099293966e-05,0.0,0.0
Anal muscle,0.0,2.8812261414311094e-05,0.004019452279779987,0.008797898718719598,0.015790689411702415,0.013162715443792128,0.010890911674225626,0.013098129555520569,0.0,0.0002392714973839778
Coelomocytes,0.0,0.0,0.0,0.00037968242747419786,0.001624378468674874,0.0034787046843297656,0.01040391339947669,0.009984393486371063,0.006160857696271479,0.007623703078008635
Distal tip cell,0.010155797539778121,0.009320021582482026,0.0057537088302922566,0.0015827294475323965,0.00416943872640127,0.002239706762368128,0.001979675480232164,0.005198544171437608,0.0030306880676384557,0.005684397293149133
Epidermis and seam cells ,0.0,0.0,0.0018059905162052614,6.369210922193977e-05,0.007211346491939337,0.009886780862069202,0.0028214355040377106,0.003121582007630105,0.03678020227454488,0.02371008724877889
Excretory cell,0.001338712908392113,0.002000943178179384,0.0004874543775193876,0.00416137788583854,0.0025443563673302745,0.002036403588452751,0.005254141134188305,0.0062862651402655805,0.00530188242941506,0.00530269342961835
Germline,0.018578865523561347,0.020578463737563293,0.02412737124842714,0.01877797845438331,0.023793950744946998,0.015510291847654347,0.017202641178523496,0.021692733633360824,0.01853763648016635,0.015662245215558573
Glia,0.10056288998350477,0.15556792779577913,0.14327746796400684,0.1517385755072637,0.15608678241246898,0.13638960724265797,0.1325847721979067,0.13945981391137827,0.13612881459141835,0.11802579140708676
Gonadal,0.04337157879201502,0.054800711688416,0.05974384999587062,0.052462121244630545,0.04922600997015528,0.039215265263470765,0.04383832016160858,0.03077796191757017,0.03103944850371021,0.026702672360728107
Hypodermal cells,0.018466852216556365,0.039980324047984905,0.014178787228321933,0.006656941816558042,0.0032187494008096514,0.0022361267904305983,0.0011948982519418968,0.0,0.0,0.0005771681428080231
Intestinal-rectal valve,0.015556875589660613,0.0034440263281962655,0.0004750078825998479,9.159206475028471e-05,0.00037394041436360567,0.0011571864996502447,0.00027338052150059676,0.00029112583523452064,0.0,0.0
Intestine,0.0734176094505894,0.08777487472157183,0.11280898259097262,0.12022886381834408,0.12677321583223178,0.12003387634805278,0.1354792159188808,0.11935809850845458,0.11638954779360018,0.10939227617904265
Marginal cell,0.005740441445842639,0.011836901665712414,0.024762503686217366,0.03717125658460401,0.04422812212246858,0.041213191597251196,0.03493855812312756,0.037075388682445955,0.03107341818105795,0.02573056591028533
Muscle,0.13430119820783704,0.14460944425549804,0.1428834020994265,0.14756044226251014,0.15629873018917076,0.15192564298222136,0.15278775913266646,0.1448672626684485,0.16955614960595364,0.1653676058221235
Neurons,0.1074248182290968,0.1111834666763954,0.11667485876813934,0.10560231225653018,0.07040827534991768,0.06806010556191829,0.06377483735095595,0.060470199253529845,0.05749648700056307,0.05459617725909684
Phasmid socket,0.008037840809900335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018646655032785564
Seminal vesicle (male),0.02311498623989314,0.018483011652182565,0.015659843185434237,0.01983829672087419,0.018733255449236517,0.017827379627172738,0.01924218258343046,0.02004450240255254,0.014734473784418646,0.010480881435435133
Sperm,0.016578987385852773,0.008698491344427534,0.0010793254642664472,0.0004932279223541571,0.0002490564673215629,0.000730054899636083,0.0005797297924645728,0.0028168403964051185,7.55313031620649e-05,7.461688649920676e-05
Spermatheca,0.015139246963665543,0.028746309515466292,0.030750269809485867,0.02911927402424575,0.03699259082204304,0.036642993297136876,0.0435728005831552,0.0447478560492829,0.04090887964242502,0.045368607041530326
Spermatheca-Uterine junction,0.012192111678288643,0.015073193772914932,0.00980877376025719,0.007944510887810976,0.01075075701167326,0.011607928226884662,0.011409740295157502,0.011660240653650704,0.014212754749320301,0.013204210370564004
Unassigned sheath cells,0.0037383600946697608,4.3119794494303854e-05,0.00029590207433012193,0.00099508730482841,0.00100642191308434,0.0023407988297083474,0.005985624887696104,0.012657118542010098,0.03662263821581383,0.034028484173069876
Uterine-vulval cells,0.03807077610683357,0.039669151297611595,0.047357143860348755,0.048907658459800135,0.05785188248093104,0.055614214951743714,0.054929497866660223,0.05134764968293686,0.06209835336307465,0.06908320284833017
Vulval cell,0.0017389058770464214,0.010912417519926058,0.010446677260703079,0.009969150420476714,0.022561830333843787,0.010336238841975686,0.02368978975184203,0.024060704427923,0.02246623309494646,0.01852226975285113
"arcade, marginal and pharyngeal muscle cells",0.0016306155516606032,0.0036923277260248358,0.0011840433451508218,0.003378532098067447,0.019161874877867014,0.019672358894126288,0.02203923616161245,0.03838282423675482,0.018103790387630037,0.015572830216589739
cephalic sheath  and unidentified glial,0.013281683448970995,0.013532311264646879,0.013451026762376929,0.016693748500091272,0.007634027452632017,0.011945992419751687,0.01202456104970879,0.010397687331969071,0.015336481403861207,0.010580701267876887
hmc,0.0030646959084974557,0.008752342138744644,0.011707186880125725,0.011860146516172393,0.019796760272323,0.019449533108984115,0.01851537177013265,0.020944584758545493,0.02248376776333023,0.018519518323156715
vulval cells and the epidermis,0.000875767684300898,0.002942389302190644,0.017644665622317653,0.017664904903272338,0.013512598649840469,0.036431451322100385,0.007813909562534173,0.029889033770431086,0.0,0.0
